,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gm17200,0.718695924,0,0.081415327,0,1,NA
Plch2,0.693500743,0,0.074083359,0,1,NA
Gm32051,0.708005868,0,0.079388413,0,1,NA
Gm13829,0.689554797,0,0.079457949,0,1,NA
Xirp1,0.702835468,0,0.078383965,0,1,NA
Prps1l1,0.699348453,0,0.079143814,0,1,NA
Daw1,0.658470957,0,0.043457434,0,1,NA
Foxa2,0.63263085,0,0.0441239,0,1,NA
Ldoc1,0.653931541,0,0.076135639,0,1,NA
Gm8202,0.645634044,0,0.079299931,0,1,NA
Cfap299,0.654174745,0,0.077123177,0,1,NA
Gm43625,0.66204607,0,0.070603645,0,1,NA
Gm48017,0.638159834,0,0.072950817,0,1,NA
Hist1h3g,0.661803517,0,0.046093932,0,1,NA
Gm46409,0.656548304,0,0.076316943,0,1,NA
AC160993.2,0.64656065,0,0.074839098,0,1,NA
4933427G23Rik,2.348801022,7.61E-07,0.134907574,-0.001910817,0.99847539,NA
Zfp750,0.812661924,7.60E-06,0.081560025,-0.04329709,0.965464711,NA
Gm36236,0.661572386,9.22E-06,0.077663211,-0.042811304,0.965851953,NA
Sufu,346.4608225,4.84E-05,0.098323026,0.000116762,0.999906838,0.999954265
Tada1,222.7310992,6.59E-05,0.112735569,0.000235199,0.999812338,0.999949252
Papolg,143.0307546,7.24E-05,0.13298179,0.001195576,0.999046069,0.999541658
Kcnh3,1.774711619,9.60E-05,0.117414986,0.001517987,0.998788822,NA
Gm12922,1.380832476,0.000100552,0.112574555,0.000175517,0.999859958,NA
Efcab1,4.218179581,0.000133329,0.151321916,0.02506305,0.980004673,0.993177275
Aup1,2234.215501,0.000156362,0.045343733,0.003400976,0.997286419,0.999167094
Tpd52,4063.65938,0.000170068,0.033118761,0.005562123,0.995562091,0.998775776
Tstd1,9.963096746,0.000172726,0.202087558,0.003632008,0.997102083,0.999167094
Gpat4,1665.798315,0.000189912,0.04386403,0.003649567,0.997088073,0.999167094
Elavl1,1081.54934,0.000210505,0.050427951,0.003478067,0.99722491,0.999167094
Ywhaq,2040.754162,0.000215684,0.049000835,0.004139102,0.996697484,0.999167094
Gm26534,1.726038266,0.000242996,0.11696293,-0.008983637,0.992832191,NA
4930544D05Rik,0.656953919,0.00024465,0.07866242,0.003275979,0.997386151,NA
4930488N15Rik,0.759274056,0.000254999,0.087305002,0.002894463,0.997690556,NA
Zfp609,558.7840948,0.000257387,0.073886676,0.002766147,0.997792937,0.999167094
Smco4,36.49498882,0.000289768,0.198703868,-0.005777831,0.995389983,0.998732503
Gm45053,2.868700334,0.000292969,0.146867792,-0.006153861,0.99508996,0.998679885
Gm29394,1.045915895,0.000294809,0.096131102,0.003222527,0.9974288,NA
Dok2,1666.626708,0.000314712,0.049170998,0.010654422,0.991499162,0.997422063
Rac1,5822.652141,0.000322466,0.028839738,0.01158162,0.990759411,0.997286569
Gm28151,5.556251247,0.00032491,0.186640164,0.003254631,0.997403185,0.999167094
Disp1,196.6020295,0.000338533,0.113431298,0.001336376,0.998933726,0.999541658
Gldn,0.976240682,0.000352317,0.091499042,0.003535946,0.997178729,NA
Sash1,4047.638117,0.000371755,0.041166043,0.008725896,0.993037831,0.998027194
Spata48,2.815067574,0.00040786,0.153610399,0.002455982,0.998040412,0.999205465
Gm16104,5.94234414,0.000424542,0.194899084,-0.023513436,0.981240721,0.993361493
Ripk2,386.2834744,0.000459699,0.091973416,0.00601144,0.995203594,0.998709022
Gm2044,0.714985557,0.000527095,0.083572823,0.006444212,0.994858298,NA
Ints1,1447.649661,0.000559731,0.049809097,0.010436468,0.991673054,0.997422063
Tmed9,2967.206335,0.00056486,0.037770573,0.014455779,0.988466359,0.996149771
Gm12525,1.053225774,0.000575352,0.096354454,0.005620915,0.995515182,NA
Mrrf,223.2805327,0.000587466,0.112438533,0.00335511,0.997323014,0.999167094
Pde8a,1099.571372,0.000606331,0.055661623,0.00989954,0.992101439,0.997666358
Cbll1,190.4861257,0.00061481,0.11716162,0.004929444,0.996066888,0.998957768
Nckap5los,13.02379282,0.000667548,0.213826212,-0.007149236,0.994295783,0.998679885
Gm44623,2.831042795,0.000675805,0.138269023,0.021419136,0.982911309,0.993564339
Krtcap3,27.88546906,0.000682464,0.210025304,0.006692315,0.994660345,0.998679885
Wdr5,857.99185,0.000683525,0.059409871,0.01125693,0.991018459,0.997422063
Mga,836.6628213,0.000718736,0.065096999,0.011049945,0.991183599,0.997422063
Ipo9,1527.003333,0.00072719,0.043024867,0.016390538,0.986922828,0.995436634
C030006K11Rik,135.9969045,0.00075912,0.131615536,0.003468846,0.997232267,0.999167094
Lsm11,172.1562643,0.000783335,0.12675341,0.009433557,0.992473222,0.997667151
Rab7-ps1,286.9818178,0.000822256,0.097582173,0.006463381,0.994843004,0.998679885
Ctdsp1,1230.084139,0.000869754,0.051311203,0.018464409,0.98526837,0.994554488
Fmn1,960.5459056,0.000874414,0.06127374,0.013307135,0.989382755,0.996496322
Srrd,198.6961021,0.000878257,0.121897533,0.007454107,0.994052539,0.998639796
Pmpca,1578.859773,0.000880633,0.050475975,0.016807994,0.986589793,0.995225152
Aimp2,206.1858576,0.000909225,0.108826453,0.00661423,0.994722646,0.998679885
Slc25a23,186.5194577,0.000944653,0.121970879,0.006791739,0.994581018,0.998679885
Gm22881,0.8054339,0.000993029,0.086624632,0.011735732,0.990636456,NA
Dctn1,2972.551314,0.001006324,0.039950809,0.025086268,0.979986153,0.993177275
P3h1,412.6101259,0.001010137,0.086766044,0.010828026,0.991360654,0.997422063
Gm10287,0.664757043,0.001013623,0.083803137,0.012288424,0.990195503,NA
Cabp1,1.271208498,0.001014701,0.101772103,0.009555536,0.992375902,NA
Gm47666,2.281084162,0.001021234,0.136387712,-0.007413894,0.994084622,NA
Zdhhc8,603.5092467,0.00102838,0.07320678,0.014584003,0.988364062,0.996149771
Rps4l,634.0502688,0.001100837,0.071655141,0.013293127,0.989393931,0.996496322
Pgap2,566.412768,0.001105618,0.078576541,0.01431338,0.988579965,0.996149771
Gm44777,8.575625099,0.001114044,0.205050731,-0.001532697,0.998777085,0.999458463
Rin2,4628.821242,0.001185385,0.034803866,0.035188273,0.971929613,0.990599416
Trir,1847.251073,0.001200724,0.049613482,0.024034779,0.980824867,0.993361493
Zfp157,141.4765678,0.001238215,0.134925956,0.010861839,0.991333677,0.997422063
Zfp62,393.8457382,0.001256708,0.081113818,0.015359747,0.987745177,0.995830319
Rfc4,59.00241309,0.001269652,0.174634494,0.003266474,0.997393735,0.999167094
Chtop,1629.651548,0.001278089,0.044650795,0.028800921,0.977023366,0.991982624
5830415G21Rik,20.48197973,0.001371722,0.213308673,0.019968759,0.984068294,0.994160062
Mink1,1968.156468,0.001375683,0.046338109,0.030005389,0.976062756,0.991769855
Cd276,304.4902853,0.001383412,0.11198801,0.020698923,0.983485828,0.994020536
Dcaf17,281.5663998,0.001405252,0.097565799,0.014318192,0.988576126,0.996149771
Emc9,149.6521039,0.001412167,0.126700352,0.008117002,0.993523641,0.998287704
Cdk2ap2,492.1035889,0.001416691,0.080096248,0.022338871,0.982177642,0.993416304
Gm47062,0.978887541,0.001427128,0.095611802,0.015028837,0.988009175,NA
Btbd9,692.7154869,0.001428476,0.06261401,0.023691999,0.981098288,0.993361493
Sptan1,3337.386415,0.001452981,0.042192158,0.034019744,0.972861407,0.990917164
Mmaa,82.24233649,0.001472763,0.157491753,0.008155881,0.993492621,0.998287704
Txndc15,764.5999657,0.001472818,0.064945405,0.021792385,0.982613569,0.993564339
Tmem238,72.09374319,0.001512046,0.167433082,0.007445091,0.994059731,0.998639796
Scx,15.85236368,0.001535095,0.213647138,0.003851532,0.99692693,0.999167094
Caskin2,186.1969706,0.001548666,0.111913168,0.009530918,0.992395543,0.997667151
Armc1,663.0482638,0.001555459,0.069602793,0.022367948,0.982154448,0.993416304
Ticrr,22.6966727,0.001573558,0.211784427,0.027050084,0.978419787,0.992551104
Socs4,753.6488323,0.001589782,0.067916207,0.023779495,0.981028496,0.993361493
Mthfsl,220.7741524,0.001615149,0.11836923,0.01272945,0.989843642,0.996824814
Gm11769,5.926078656,0.001621381,0.182903474,0.036288415,0.971052387,0.990562163
F830045P16Rik,21.79817175,0.001639209,0.212371832,-0.003010586,0.997597903,0.999167094
Rfx7,277.8200158,0.001639308,0.100039904,0.018614489,0.985148645,0.994517511
Fbxo45,362.1515531,0.001640053,0.092998744,0.019193487,0.984686754,0.994253842
Gm5910,0.690809922,0.001640878,0.080374186,0.01622281,0.987056638,NA
Tm2d2,1278.329611,0.001642833,0.051025733,0.03323412,0.973487889,0.991101606
Grm7,1.118267045,0.001663544,0.094236213,-0.01346374,0.989257814,NA
Vac14,2357.621197,0.00166407,0.042843715,0.038391121,0.969375841,0.989929062
Ssh3,1060.637028,0.001667581,0.059941516,0.029886917,0.97615724,0.991769855
Heatr5b,593.1669896,0.001701405,0.083564144,0.019173627,0.984702597,0.994253842
Slc25a15,181.0418472,0.001712118,0.125859154,0.009276709,0.992598363,0.997730787
Ppp4r3b,1233.161721,0.001727903,0.05412241,0.031841819,0.974598197,0.991374939
2410004B18Rik,388.4817843,0.001734516,0.085371724,0.019621294,0.984345477,0.994160062
Zmynd19,398.2772715,0.001748847,0.082591456,0.019194827,0.984685684,0.994253842
Psmb3,1375.012899,0.001791599,0.047347318,0.037115646,0.970392797,0.990290518
Polr2l,388.499858,0.001908497,0.085763607,0.02159076,0.982774404,0.993564339
A3galt2,1.831567007,0.001922136,0.13193178,-0.011100542,0.991143231,NA
Cct2,3916.378128,0.001930255,0.036303486,0.052758228,0.957924544,0.985016696
Zbtb32,4.748405432,0.001930994,0.169475289,0.019918825,0.984108128,0.994160062
Rpl30-ps3,3.862919777,0.001967537,0.153103208,0.06977474,0.944372953,0.980635511
1700017B05Rik,1872.838924,0.001979888,0.043512915,0.044226865,0.964723568,0.987678602
Denr,1156.027436,0.002051165,0.04999183,0.04094768,0.967337606,0.988911631
Gm44428,2.732442944,0.002074373,0.150934509,0.019537167,0.984412588,0.994160062
Gm9917,23.61703197,0.00209148,0.21078841,0.00231526,0.998152692,0.999205465
Gm4335,7.289071963,0.002093268,0.201977739,-0.000515475,0.99958871,0.999836578
Rwdd1,500.0112484,0.00214461,0.078211677,0.025940486,0.979304807,0.992874682
Esam,2.05353561,0.002147572,0.139996585,-0.00690774,0.994488465,NA
Gm23908,2.453728344,0.002178512,0.137626694,0.024116866,0.98075939,NA
Chd2,787.7239472,0.002190781,0.066368878,0.033163866,0.973543913,0.991101606
Suco,407.8433553,0.002196285,0.081080131,0.025423731,0.979716982,0.99301046
Rps13-ps4,9.399752943,0.002205453,0.206467541,0.015926593,0.987292954,0.995623238
Rbm27,531.2031743,0.002205865,0.07295313,0.029648427,0.976347443,0.991808392
Xpo4,438.0375382,0.002239295,0.086599796,0.024410014,0.980525561,0.993330817
Egf,11.54175085,0.002279451,0.21101705,0.002141811,0.998291084,0.999249779
Gm43672,36.77701271,0.002301536,0.194557834,0.010446156,0.991665325,0.997422063
Lrrfip1,2773.931595,0.00234836,0.036628249,0.063172648,0.949629025,0.982129776
Elf1,1315.267349,0.002349816,0.055585183,0.041912704,0.966568289,0.988554712
Slc25a20,481.5085932,0.002388775,0.078304773,0.027407062,0.978135066,0.992466941
Mrpl16,337.511147,0.002411988,0.089475193,0.026149372,0.979138197,0.992798015
Lcp2,1441.229628,0.002427121,0.049507461,0.047864804,0.961823989,0.986499671
Rpn2,5527.900665,0.00243566,0.031196749,0.07763572,0.938117828,0.978336651
Ifitm10,7.850922508,0.002444095,0.202816219,-0.002821659,0.997748645,0.999167094
Fndc5,1.602174632,0.002460029,0.108399492,0.018193273,0.985484669,NA
Fam173a,708.3460387,0.002490255,0.063630524,0.038958461,0.968923507,0.98978036
Mapkbp1,221.6509666,0.002510148,0.104968268,0.022815601,0.981797363,0.993416304
Shq1,236.9439153,0.002518296,0.103580041,0.019521768,0.984424872,0.994160062
Gm16794,7.003105528,0.002524195,0.192091821,0.001926955,0.998462513,0.999267625
Itgb1bp1,578.1988812,0.002551774,0.074100691,0.032472503,0.974095244,0.991360335
Camk2n1,164.7509655,0.002565043,0.131848778,0.01188947,0.990513799,0.997286569
1700020D05Rik,7.620862809,0.002604871,0.197516567,0.014559225,0.988383829,0.996149771
Nudt21,513.3957992,0.002612342,0.079287218,0.033934356,0.972929496,0.990923963
Man1a,1277.568891,0.002618275,0.051283112,0.050832676,0.959458853,0.985477662
Mtpap,329.6442805,0.002640737,0.089934585,0.027872291,0.977764008,0.992215237
Frzb,0.800647332,0.002658975,0.086084937,0.028859948,0.976976289,NA
Pax3,13.42874735,0.002673679,0.213994063,0.007347873,0.994137299,0.998655542
Tmem131l,469.2091723,0.002701858,0.083528989,0.035527449,0.971659159,0.990599416
Lzts2,162.3152245,0.002751201,0.133871329,0.021590251,0.98277481,0.993564339
Mcee,200.8656568,0.002798391,0.111227438,0.027502322,0.978059088,0.99245226
Zfp946,168.1445928,0.002798802,0.122909142,0.02266406,0.981918245,0.993416304
Fau,6964.579945,0.002828745,0.036315486,0.077913226,0.937897078,0.978336651
Ccdc14,47.82386222,0.002829363,0.191831406,0.012117343,0.990331996,0.997192134
1700028E10Rik,4.620905712,0.002838659,0.174822309,0.016244212,0.987039564,0.995492147
Amdhd2,1531.515921,0.002853539,0.04474733,0.06321055,0.949598844,0.982129776
Arf6,2971.273039,0.002866845,0.0440521,0.064945568,0.948217339,0.981491325
Atf6b,1393.720682,0.002891643,0.050373743,0.057235046,0.954357961,0.983201561
Mdh2,4757.128235,0.002993172,0.032791925,0.090563231,0.92783965,0.974654476
Pkmyt1,71.33047643,0.003010408,0.178654347,0.030565472,0.975616079,0.991532214
Pfn4,1.963277722,0.00301548,0.125147496,0.010744736,0.991427106,NA
Slc5a11,3.545434917,0.003050355,0.165839092,0.023965665,0.980879996,0.993361493
Nfx1,1117.459983,0.003078744,0.053004421,0.057735447,0.953959358,0.983201561
Rasl2-9,9.612098524,0.00317153,0.208636148,0.009539508,0.992388689,0.997667151
Ascc2,1264.191432,0.003182627,0.048393264,0.065724289,0.947597335,0.981227249
Itga6,4743.19613,0.003196326,0.04178128,0.07723169,0.938439232,0.97839991
Ppp1r21,1145.086709,0.003222905,0.066594332,0.050399621,0.959803938,0.98570661
Gm15590,282.2976605,0.003229312,0.119448081,0.025745977,0.979459952,0.992874682
Jmjd1c,2300.54439,0.003230492,0.045111872,0.071358064,0.943112785,0.979869201
Gm16638,6.737462544,0.003248143,0.187526105,0.047821572,0.961858444,0.986499671
Nrip3,1.571282921,0.003263884,0.112365922,0.00505087,0.995970006,NA
Gm9030,36.22880264,0.003271409,0.20073703,0.022680978,0.981904749,0.993416304
Gm5539,2.83015278,0.003297496,0.153626423,0.029948024,0.976108506,0.991769855
Sephs1,535.7724093,0.003319616,0.071206118,0.048302646,0.961475045,0.986499671
AC122217.1,40.4909456,0.003330735,0.200461413,0.043101393,0.965620709,0.988095519
Slc4a2,1956.677417,0.003339065,0.045549249,0.073115754,0.941714005,0.979218295
Gm14023,9.958009299,0.003370605,0.207317014,-0.0065016,0.99481251,0.998679885
Cpne8,88.38360724,0.003380664,0.158691159,0.022264419,0.982237031,0.993416304
Arid4a,488.500388,0.003440633,0.081988676,0.044420297,0.964569383,0.987678602
Eif3k,1522.183129,0.003447013,0.045943632,0.074807214,0.940368102,0.978640387
Chtf8,1141.267859,0.003473663,0.053215754,0.065237436,0.947984955,0.981481299
C2cd2,293.0959014,0.003476055,0.090489049,0.035741411,0.971488551,0.990599416
Gm16537,3.81471615,0.003479537,0.169352847,0.014893936,0.988116798,0.996142739
Gm9929,13.91220124,0.003483925,0.213825804,0.015591846,0.987560011,0.995768078
Gtf2i,2254.322437,0.00354397,0.044387978,0.080349076,0.935959627,0.977772205
Zfp61,115.6349254,0.003546484,0.15209153,0.024077927,0.98079045,0.993361493
Kdm1a,957.4965404,0.003558565,0.060059863,0.059323417,0.95269451,0.982929841
B230219D22Rik,1386.399757,0.003566908,0.052648093,0.069306434,0.944745704,0.980790438
Zbtb5,187.1138228,0.003573283,0.111753871,0.03280719,0.973828344,0.991151223
Cryl1,405.7006213,0.003619649,0.087104493,0.044543191,0.964471425,0.987678602
Ercc6l2,238.764874,0.00362456,0.105357492,0.032141597,0.974359131,0.991374939
Pdap1,1263.828864,0.003625047,0.05404171,0.066350935,0.947098432,0.981083326
Gm43059,3.62766847,0.00362867,0.16462161,0.018259507,0.985431831,0.994554488
Dhps,596.0086768,0.003635417,0.068790337,0.051235187,0.959138113,0.985273665
Mtmr14,465.9435104,0.003667992,0.085177428,0.045048477,0.964068669,0.987565753
Rpl22,2950.740791,0.003715584,0.037063874,0.100187705,0.920195307,0.972276379
Gm9522,1.611992175,0.003733756,0.112428297,0.038818701,0.969034935,NA
Zfp473,10.50672699,0.003735959,0.206333901,0.02159276,0.982772809,0.993564339
Rnf139,368.2018026,0.003736879,0.089246244,0.043120953,0.965605117,0.988095519
Ube2i,2305.825701,0.003739641,0.039733928,0.094054714,0.925065693,0.973642203
Fbxo18,1308.693362,0.00375161,0.04992906,0.075858868,0.939531381,0.978640387
Zfp787,431.7467757,0.003818456,0.083350766,0.046032384,0.963284439,0.987144771
Rgs2,2293.493074,0.003825996,0.049626334,0.080328359,0.935976104,0.977772205
Gm7862,6.484043627,0.003832123,0.190379458,0.010927917,0.991280957,0.997422063
Babam1,1227.521331,0.003905794,0.054004,0.07133907,0.943127901,0.979869201
Rpl17-ps9,21.41965512,0.003920969,0.212716076,0.023688163,0.981101348,0.993361493
2010013B24Rik,1.735436453,0.00392592,0.133089575,-0.007418618,0.994080853,NA
Ctsw,1.969277558,0.003966631,0.128177801,0.01084777,0.991344902,NA
Cfap36,198.2486415,0.003993956,0.116805675,0.031720702,0.974694786,0.991374939
Rdh11,494.5420655,0.004003259,0.079909264,0.05247417,0.958150876,0.985016696
Tram2,216.654221,0.004006333,0.109560914,0.035956755,0.971316841,0.990594604
Mcm10,61.27610526,0.004021799,0.187349775,0.034521171,0.97246156,0.990678737
Sbf1,1983.4547,0.004041828,0.041649262,0.097390703,0.922416128,0.972947913
Rad51d,200.4883646,0.004061907,0.115959054,0.033144843,0.973559083,0.991101606
Lpin3,1.470283852,0.004095025,0.110834534,0.035584483,0.971613682,NA
Ralb,1665.202202,0.004131293,0.043934633,0.094451169,0.92475077,0.973521697
Cramp1l,525.6088474,0.004189589,0.073933563,0.057829518,0.953884426,0.983201561
Ear1,5.703679767,0.004231397,0.188512101,0.017533854,0.986010726,0.994827605
Parg,592.3042021,0.004254788,0.069328672,0.060508776,0.951750427,0.982626896
Bdkrb1,0.766759285,0.004270758,0.075631187,0.015925898,0.987293509,NA
Fam136a,466.5681253,0.004303906,0.074180236,0.056342718,0.955068789,0.983472775
Gm10184,15.10863906,0.004342792,0.214036162,0.011790495,0.990592764,0.997286569
Traf7,1208.655643,0.004345576,0.053388198,0.08291754,0.933917107,0.976489484
Rabl6,1524.85062,0.004346133,0.045036002,0.096070601,0.923464501,0.97326315
Kcnip2,1.808250135,0.00435456,0.121174283,0.033461343,0.973306692,NA
Pnpla3,2.820373999,0.004354998,0.13706192,0.064629113,0.948469304,0.981563224
Rpl26,5471.516861,0.004364001,0.030255128,0.144300592,0.885263111,0.960739872
Serpina12,1.405017711,0.004414809,0.106165273,0.023226572,0.981469543,NA
Snapc2,221.9120927,0.004424425,0.109790541,0.041347202,0.967019103,0.988773969
Thoc1,746.1320114,0.004533455,0.066234978,0.06833381,0.945519911,0.980880155
Ublcp1,261.9414581,0.004570451,0.103360175,0.044250888,0.964704419,0.987678602
Usp7,1973.535475,0.004587023,0.043445886,0.105285866,0.916148978,0.971508808
Fkbpl,86.1026918,0.004588227,0.163112054,0.031136885,0.975160374,0.991381301
2310031A07Rik,2.040377738,0.004590106,0.131526927,0.045420716,0.963771969,NA
Gm10461,4.59655389,0.004590397,0.178033639,0.029043319,0.976830042,0.991953724
Rad51,52.01276019,0.004626565,0.19254659,0.046451002,0.962950787,0.987116325
Atp23,96.62913099,0.004650404,0.151091963,0.029232375,0.976679261,0.991863033
Gtf2a2,236.5195663,0.004693577,0.10752555,0.045688965,0.96355816,0.987257268
Gm29292,2.233383906,0.004717394,0.138143525,0.024476027,0.980472906,NA
Diras1,3.422604455,0.004766862,0.161346022,0.040480699,0.967709894,0.989166876
5930420M18Rik,4.649090075,0.004778065,0.171251575,0.031869541,0.974576089,0.991374939
Igsf6,3371.571285,0.004849313,0.032576259,0.147705093,0.882575512,0.959463407
Armt1,237.0973982,0.004868124,0.107432926,0.044376734,0.964604107,0.987678602
Aptx,258.7011263,0.004887396,0.097411068,0.049553798,0.960477965,0.986022267
Zfyve1,789.2929076,0.004921917,0.063720497,0.078643482,0.937316201,0.978050631
Gm26931,4.390910368,0.004947625,0.177061699,0.015697251,0.98747592,0.995745514
Inpp5d,4449.841397,0.004987436,0.032642617,0.152908939,0.878470087,0.957198725
Rpp25,8.77506118,0.005029207,0.205528197,0.012844921,0.989751518,0.996794254
Spata9,2.412807913,0.005029714,0.147873634,0.007982642,0.993630841,NA
Fam20c,18353.90752,0.005045695,0.027734981,0.182005821,0.855578158,0.948484179
4833418N02Rik,14.86616206,0.005069384,0.212500471,0.042386345,0.966190713,0.988365381
Brcc3,362.6213359,0.005087697,0.092612357,0.05303557,0.957703567,0.984934086
Ttpal,566.1273295,0.005135842,0.070944146,0.072780832,0.941980524,0.979218295
Gm22358,8.123507481,0.005169638,0.200881014,0.024246188,0.980656236,0.993361493
Zfp955a,67.66033228,0.005189498,0.170427846,0.036256308,0.971077988,0.990562163
Gm43162,4.53515953,0.005206895,0.176085078,0.037297335,0.97024793,0.990290518
Mrps30,218.1510271,0.005210033,0.108768563,0.047986751,0.961726802,0.986499671
Zmym4,469.5500229,0.005235775,0.081759036,0.06397077,0.948993501,0.98184557
Hectd2os,33.72482219,0.005275789,0.204910299,0.061730844,0.950777177,0.982376393
Mtf1,511.4645885,0.005282311,0.086067877,0.060799861,0.951518601,0.982564646
9230112E08Rik,62.88954078,0.005306484,0.181226726,0.041227615,0.967114439,0.988808787
Vdac3,1361.828288,0.005310234,0.048455253,0.109244648,0.913008448,0.970639211
Cuedc1,48.02842984,0.005360395,0.191406447,0.04301864,0.965686675,0.988100355
Lig1,258.0338646,0.005394723,0.107070866,0.057434252,0.954199279,0.983201561
Lgalsl,89.69223909,0.005407353,0.154490105,0.029349049,0.976586209,0.991830961
Eif4a3,1480.097571,0.00540818,0.049885403,0.108262064,0.913787814,0.970988976
Slc25a17,410.4868948,0.005430331,0.083629938,0.066432572,0.947033439,0.981083326
Rpgrip1,11.54725982,0.005477994,0.209956352,0.066474901,0.946999739,0.981083326
Anapc1,1806.028967,0.005496961,0.052422372,0.104819116,0.916519341,0.971508808
Gm11942,100.3029908,0.005527822,0.154243544,0.038461175,0.969319987,0.989929062
Rps6kb1,646.9765703,0.005540235,0.072843488,0.075415456,0.939884162,0.978640387
Zcchc8,622.496898,0.005543795,0.077476254,0.072762713,0.941994943,0.979218295
Ints14,706.9337709,0.005557086,0.064822855,0.084690736,0.932507261,0.97555629
Mmp2,51.83220916,0.005569786,0.180761776,0.021446702,0.982889319,0.993564339
Atg9a,243.4458414,0.005599248,0.106807193,0.057165042,0.954413725,0.983201561
Papd5,978.7459095,0.005619584,0.055988783,0.099643015,0.920627743,0.972332829
Pradc1,60.60806855,0.005677258,0.178669317,0.039708807,0.96832528,0.989357168
Gm34776,1.484315678,0.005694267,0.110000337,0.026173537,0.979118923,NA
Ube2e3,495.0606195,0.005735007,0.075132268,0.076350582,0.939140185,0.978640387
Slc30a6,258.5685319,0.005748795,0.098480825,0.057897196,0.953830517,0.983201561
Alas1,15661.10331,0.005759927,0.036988965,0.155783452,0.876203715,0.95621191
CT033749.1,8.810457846,0.005760688,0.206881703,0.024688654,0.980303305,0.993330817
Iqck,16.92934173,0.005760856,0.213497544,0.019671253,0.984305623,0.994160062
Gapdh-ps15,1.455502588,0.005779274,0.11571542,0.032518499,0.974058564,NA
Polr1c,512.5436458,0.005815667,0.077087788,0.074698536,0.940454572,0.978640387
Gm37498,3.028832168,0.005875849,0.156561818,0.039933875,0.968145844,0.98929191
Rpl7-ps7,12.4306556,0.005900642,0.21233301,0.024641908,0.980340592,0.993330817
Cnot6l,839.0172769,0.005913493,0.061785357,0.097560393,0.922281377,0.972947913
1700113A16Rik,2.836767087,0.005915061,0.15400299,0.062207493,0.950397595,0.982231583
Rcan1,570.859009,0.005924849,0.07335479,0.079693055,0.936481383,0.977772205
5730455P16Rik,230.0280277,0.00592591,0.114006211,0.053793865,0.957099398,0.984809565
Gjb6,0.967581739,0.005941621,0.032939734,0.251492006,0.801433742,NA
Mms22l,110.0973116,0.005956727,0.139549689,0.048171404,0.96157964,0.986499671
Ubl7,513.7702013,0.006005615,0.075797224,0.079834121,0.936369186,0.977772205
Wdr92,175.3935307,0.006021589,0.116457908,0.051295718,0.959089881,0.985273665
Usp22,1031.952887,0.006035582,0.056351472,0.10664283,0.915072339,0.971405272
Cep55,42.73194089,0.00604178,0.195529272,0.041465887,0.966924487,0.988773969
Ube2j1,1329.981314,0.006079932,0.051384727,0.118582894,0.905605819,0.967988757
Lrrtm2,6.496385562,0.00608807,0.189423579,0.040754236,0.967491823,0.989006625
Kctd12,3651.524389,0.006100144,0.037558528,0.162767221,0.870701718,0.954529978
Emc10,2018.845013,0.006102231,0.045727818,0.133704924,0.893635912,0.963502535
Prkar1a,6306.911325,0.006138344,0.033500697,0.183235451,0.85461328,0.948273499
Sgtb,41.16659022,0.00614824,0.192598148,0.036179724,0.971139054,0.990562163
Farp1,80.53472137,0.006199158,0.169784379,0.034634178,0.972371448,0.990678737
Mir6403,6.189640169,0.006205351,0.191472058,0.002001764,0.998402824,0.999267625
Gm45890,2.349129269,0.006255218,0.138059125,0.04001714,0.968079462,NA
Parl,957.2966991,0.006261317,0.064671634,0.095669359,0.923783177,0.97332687
Gm47283,177.3483041,0.006267155,0.207603022,0.029548277,0.976427317,0.991808392
Sec24a,646.1157655,0.006270138,0.072472277,0.086064758,0.931414939,0.975425458
Rab11fip5,3059.989063,0.006281571,0.043309429,0.146728589,0.883346252,0.95990955
Efna4,4.846386243,0.006319197,0.178358408,0.086251035,0.931266862,0.975401074
Thap12,397.6865579,0.006339737,0.086276665,0.072113655,0.94251146,0.97952929
Faf1,576.2560859,0.006353549,0.072626258,0.086311791,0.931218566,0.975401074
Lsm1,231.3114693,0.00638638,0.108434289,0.05972345,0.952375895,0.982785085
Pygo2,855.0453752,0.00638727,0.068766212,0.094361059,0.924822348,0.973521697
Celf1,2145.675375,0.006390621,0.04180676,0.152320586,0.878934089,0.957310585
Abhd10,209.0222831,0.006433563,0.114994496,0.052112666,0.958438921,0.985016696
Gm8960,3.400736439,0.006435816,0.149539258,0.04566435,0.963577779,0.987257268
Hbp1,665.8655415,0.006470326,0.072493642,0.09130423,0.927250857,0.97454355
Chd1,946.4573671,0.006480768,0.060940433,0.105596924,0.915902166,0.971508808
Rasl11b,4.687168048,0.006547669,0.172213847,0.024553645,0.980410994,0.993330817
Gm48865,1.809306006,0.006571646,0.12649489,0.051506619,0.958921828,NA
Bag4,140.8749764,0.006644767,0.137738879,0.05223638,0.958340345,0.985016696
Fgf11,12.4104301,0.006664131,0.212164195,0.033818554,0.973021841,0.990955463
Gm21092,20.992824,0.006676146,0.213735404,0.043581225,0.965238218,0.98797368
Wdr48,658.4893253,0.006676977,0.072479707,0.092920383,0.925966813,0.973796604
Lef1,1.440835384,0.006717311,0.105284128,0.059440543,0.952601221,NA
AC154667.1,5.01099933,0.006723366,0.178057458,0.043697441,0.965145579,0.98797368
