X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_KOMyevsWTMye_F
Abcb4,349.7363606,0.263457668,0.087321209,3.01664012,0.002555931,0.038453403,Abcb4
Itgax,3321.151573,0.26240085,0.042877555,6.121095238,9.29E-10,8.58E-08,Itgax
Gss,342.4436587,0.262119975,0.083606119,3.126260446,0.001770447,0.02885564,Gss
Neat1,16382.41769,0.261916869,0.070497246,3.714518526,0.000203591,0.005005358,Neat1
Lilr4b,14450.41844,0.261763563,0.039060811,6.701124434,2.07E-11,2.51E-09,Lilr4b
4833413E03Rik,1.147562539,0.261227411,0.105701256,2.379702083,0.01732664,NA,4833413E03Rik
Oaz2,276.2737644,0.260725464,0.100673461,2.593491341,0.009500693,0.100489505,Oaz2
Lrp8,255.7014349,0.260536499,0.110650764,2.368411176,0.017864669,0.155032205,Lrp8
AI987944,208.500919,0.257559923,0.105509028,2.443753274,0.014535363,0.133691786,AI987944
Gm21399,426.9443612,0.256091629,0.08547472,2.991079571,0.00277993,0.040976613,Gm21399
Prmt6,181.5842969,0.254988704,0.110612685,2.300562737,0.021416359,0.17617073,Prmt6
Sec61g,405.3352768,0.253920883,0.092048928,2.754334768,0.005881158,0.071777089,Sec61g
Pla2g7,2575.739772,0.253874874,0.041695038,6.087771989,1.14E-09,1.02E-07,Pla2g7
Cspp1,205.8271118,0.253122523,0.115676755,2.189153202,0.028585707,0.214188909,Cspp1
Ublcp1,261.9414581,0.251445657,0.102380247,2.454675593,0.014101178,0.131423779,Ublcp1
Dtnb,159.5531689,0.250563581,0.118710049,2.093843263,0.036273945,0.2472529,Dtnb
Mxi1,625.1927332,0.249699736,0.074637838,3.346166664,0.000819371,0.015789767,Mxi1
2610301B20Rik,267.0348911,0.248598928,0.097217584,2.553663019,0.010659637,0.10904284,2610301B20Rik
Rilpl1,238.2920009,0.246872413,0.104994767,2.340545762,0.019255578,0.163867939,Rilpl1
Gbe1,1011.494121,0.246570897,0.059176998,4.165801673,3.10E-05,0.001006349,Gbe1
Bmpr1a,608.8337485,0.246227269,0.070679231,3.487307847,0.000487909,0.010384409,Bmpr1a
Cdip1,498.6606681,0.244602533,0.082959272,2.948980124,0.003188245,0.045264095,Cdip1
Fam49a,187.9357867,0.243952792,0.12198189,2.018185007,0.043571997,0.273320942,Fam49a
Mir22hg,867.7236874,0.24389057,0.066136344,3.6879367,0.00022608,0.005476064,Mir22hg
Orc4,433.5100777,0.243798221,0.078625633,3.099271601,0.001939971,0.030926251,Orc4
Rpsa-ps2,196.5469771,0.241583413,0.112695473,2.14310341,0.032104796,0.230017082,Rpsa-ps2
Yeats4,587.9869722,0.240077877,0.074214213,3.236163939,0.001211478,0.021540306,Yeats4
Sms,534.3371035,0.239453706,0.072083496,3.321568512,0.00089513,0.016988576,Sms
Pex10,176.9355153,0.239060181,0.114814811,2.075106557,0.03797666,0.253942174,Pex10
Gm13456,431.5250298,0.238830845,0.105024517,2.275753404,0.022860773,0.184235898,Gm13456
Gm37795,320.0882112,0.236559203,0.105238836,2.237871872,0.025229412,0.197259077,Gm37795
Abcc5,3548.544358,0.235207,0.039048379,6.022067285,1.72E-09,1.49E-07,Abcc5
Lsm2,242.513126,0.231921162,0.099431122,2.329688043,0.019822645,0.16704562,Lsm2
Gprc5b,739.6438008,0.229458201,0.065879784,3.475525263,0.000509854,0.010706603,Gprc5b
Jarid2,307.6772463,0.228336725,0.091930997,2.485316631,0.012943625,0.123714999,Jarid2
Cd276,304.4902853,0.227875086,0.113420589,2.029607213,0.042396481,0.269545355,Cd276
Ppp4r1l-ps,270.4180176,0.227541252,0.091561973,2.482716711,0.013038473,0.12425902,Ppp4r1l-ps
Gm9493,224.8607427,0.226757926,0.108177954,2.100530907,0.035682165,0.245190921,Gm9493
Manbal,348.7982985,0.226520517,0.086360816,2.624029588,0.008689624,0.094732802,Manbal
Gas5,838.345362,0.22641188,0.06073317,3.725896232,0.000194622,0.004803446,Gas5
Pdpn,712.3744039,0.224770065,0.082275276,2.724430174,0.006441255,0.076524211,Pdpn
Gm16348,0.955893139,0.224581309,0.094794402,2.117666626,0.034203311,NA,Gm16348
Gm46339,1.48203448,0.224391134,0.105718547,2.355912814,0.018477254,NA,Gm46339
Cyp4f13,355.0436079,0.221930768,0.082166724,2.698939406,0.006956084,0.080642857,Cyp4f13
Lilrb4a,6264.519114,0.220802989,0.069287102,3.186697446,0.001439072,0.02455417,Lilrb4a
Cacna1a,1260.092357,0.22061464,0.055492403,3.976089032,7.01E-05,0.002049194,Cacna1a
Gm43653,1.73564018,0.219832356,0.126300621,2.404054504,0.016214356,NA,Gm43653
Gm37677,1.733621283,0.219633457,0.125815419,2.399562244,0.016414689,NA,Gm37677
1810022K09Rik,297.050268,0.218462294,0.089323743,2.443181372,0.014558419,0.133691786,1810022K09Rik
Serac1,229.6626819,0.218005587,0.104394991,2.086437164,0.036939042,0.249873849,Serac1
Cnn2,526.3767777,0.21792066,0.086340989,2.525486685,0.011553816,0.11478484,Cnn2
Tesc,0.843030548,0.216914201,0.088448376,2.008835066,0.044554628,NA,Tesc
Rtbdn,1.853812636,0.216269851,0.127924004,2.410553166,0.01592835,NA,Rtbdn
1700021F05Rik,196.857764,0.215812656,0.109634214,1.964783731,0.049439274,0.291989941,1700021F05Rik
Tmem41a,271.9283116,0.21102604,0.097224941,2.168459853,0.030123716,0.221640188,Tmem41a
Cep85,317.3656903,0.210902676,0.093614639,2.258034107,0.023943533,0.18945933,Cep85
2810025M15Rik,393.5689307,0.210900586,0.084333393,2.502991345,0.012314856,0.119095105,2810025M15Rik
Lamb2,288.9560372,0.210762612,0.107480083,1.966539394,0.049236336,0.291366541,Lamb2
Hmgn2,989.0399248,0.210062128,0.077752583,2.699827857,0.006937536,0.080522121,Hmgn2
Slc28a3,0.873307145,0.209489585,0.083323995,1.960267598,0.049964521,NA,Slc28a3
Wdr89,680.0600081,0.209437507,0.073261701,2.858179666,0.004260791,0.056170424,Wdr89
Cbr3,375.1101324,0.20893547,0.094530351,2.215535643,0.026723321,0.204665338,Cbr3
Txnrd1,7760.984859,0.208670859,0.03421598,6.098891088,1.07E-09,9.59E-08,Txnrd1
Cep70,263.8745738,0.207499241,0.099584628,2.079762022,0.037547366,0.252059778,Cep70
Mettl1,298.5582779,0.20614034,0.093272103,2.203748519,0.027542035,0.208769183,Mettl1
Tpt1-ps3,1439.506486,0.205893651,0.059510338,3.460359694,0.000539454,0.011256383,Tpt1-ps3
Mpc2,558.4797424,0.204258639,0.07096847,2.872680978,0.004070049,0.054523287,Mpc2
Bcl11b,2.184620045,0.20373407,0.129236587,1.979565423,0.047752381,NA,Bcl11b
Gm7054,1.537214072,0.201741586,0.123515824,2.251533312,0.024351779,NA,Gm7054
Traf5,262.3458502,0.200309792,0.097727717,2.04716711,0.04064168,0.264738517,Traf5
Cfap61,1.242937842,0.200069011,0.099959071,2.144084656,0.032026104,NA,Cfap61
Gm18890,1.453268782,0.198474418,0.112308391,2.224884542,0.02608899,NA,Gm18890
Ptbp2,241.214395,0.194183277,0.0979512,1.980505396,0.047646768,0.286399061,Ptbp2
Insig1,1397.765909,0.194074336,0.077628801,2.538453549,0.011134358,0.111863566,Insig1
Il1a,704.9199189,0.193470802,0.062909388,3.066740503,0.002164066,0.033920964,Il1a
Zfp142,346.2637776,0.19272882,0.091645378,2.10144583,0.035601848,0.244831142,Zfp142
Abi2,436.7007516,0.191471454,0.087900374,2.180395115,0.029228186,0.216889648,Abi2
Nenf,363.1006765,0.191061193,0.088213198,2.16578041,0.030327971,0.222767787,Nenf
Mrpl52,763.402717,0.190843812,0.065841584,2.894443683,0.00379831,0.051808868,Mrpl52
Tmc6,478.9014391,0.18886089,0.082245593,2.297439185,0.021593729,0.177295877,Tmc6
Slc2a5,1.308051386,0.186716768,0.10435944,2.110047985,0.034854223,NA,Slc2a5
Serpinb9,378.4047024,0.185236235,0.093727307,1.97531785,0.048232089,0.288032602,Serpinb9
Trappc6b,746.8083787,0.185024412,0.063920124,2.894509861,0.00379751,0.051808868,Trappc6b
Clk1,781.1554926,0.184010313,0.072800452,2.528497903,0.011455177,0.11423793,Clk1
Msantd4,629.2969019,0.182758854,0.068773421,2.658117867,0.007857841,0.0880831,Msantd4
Rpl36,2566.313644,0.18216716,0.045944237,3.964934162,7.34E-05,0.00212842,Rpl36
Acvrl1,1001.558906,0.181871976,0.057335958,3.170862918,0.001519868,0.025566568,Acvrl1
Ttc14,663.6699867,0.18119465,0.079627023,2.274983914,0.022906895,0.18440539,Ttc14
Htatsf1,552.4050969,0.180817996,0.071981544,2.510821446,0.01204506,0.117439339,Htatsf1
Brd9,453.491946,0.180365679,0.083516293,2.161703545,0.030641034,0.224438297,Brd9
Ogt,2959.779697,0.17854804,0.048327658,3.695302916,0.000219625,0.005329561,Ogt
Use1,628.3271956,0.178140764,0.07359618,2.420474712,0.015500257,0.139502316,Use1
Ddx50,571.3643976,0.177712617,0.072700613,2.444910447,0.014488811,0.133611933,Ddx50
Nmt2,590.8946127,0.173914623,0.070886564,2.452746305,0.014177028,0.131755873,Nmt2
Fyn,386.9510911,0.173845168,0.085759263,2.031541542,0.04220009,0.268833242,Fyn
Ier2,448.0548687,0.171031524,0.082314466,2.079976264,0.03752771,0.252056952,Ier2
Asb8,533.8440557,0.170465082,0.082443272,2.07065209,0.038391321,0.255500185,Asb8
Smdt1,1991.216798,0.169905628,0.054063681,3.142555009,0.001674802,0.027571119,Smdt1
Mphosph8,430.8242471,0.167820434,0.079531283,2.109655386,0.03488805,0.242660832,Mphosph8
Pgd,13232.47008,0.16773184,0.033842002,4.956703597,7.17E-07,3.70E-05,Pgd
Dctn6,467.5020855,0.165214552,0.078903252,2.094617418,0.036205016,0.246970601,Dctn6
Eci2,680.0447443,0.165045575,0.066326252,2.485334964,0.012942958,0.123714999,Eci2
Hrk,1.484169192,0.164729605,0.110340622,2.051983485,0.040171267,NA,Hrk
Mbd6,1103.852906,0.162372247,0.053168881,3.054303799,0.002255835,0.034900193,Mbd6
Uty,171.3791628,0.16200919,0.207335612,2.967096579,0.003006265,0.04338557,Uty
Gzf1,802.5458101,0.161903119,0.061793029,2.617853674,0.008848474,0.096064957,Gzf1
Cited2,1040.814377,0.160864726,0.062259918,2.588402723,0.009642218,0.10165054,Cited2
Zdhhc18,928.9219467,0.160686906,0.055244368,2.906677642,0.003652894,0.050123064,Zdhhc18
Myh9,15768.43893,0.160674057,0.038263313,4.199069125,2.68E-05,0.000886884,Myh9
Acap3,422.3194006,0.160574974,0.080655096,1.993390883,0.046218661,0.28182845,Acap3
Zfp609,558.7840948,0.159007915,0.074544182,2.133798628,0.032859268,0.233634211,Zfp609
Egr2,2099.873357,0.159003497,0.05755163,2.764143857,0.005707237,0.070068893,Egr2
Pcdhga9,2.266490724,0.156189936,0.127832714,2.203345928,0.027570376,NA,Pcdhga9
Gm7478,1.35809532,0.155550381,0.103717004,1.961627249,0.049805897,NA,Gm7478
Sde2,610.8218674,0.155302094,0.072221918,2.149799146,0.031571106,0.22882067,Sde2
Zdhhc21,806.5448313,0.155133857,0.059319433,2.616072835,0.008894758,0.096248482,Zdhhc21
C1d,548.9988484,0.154077111,0.072569052,2.122495268,0.03379617,0.237716053,C1d
Rwdd1,500.0112484,0.153818112,0.077246127,1.988937089,0.046708147,0.283362761,Rwdd1
Bola2,1073.756176,0.153539859,0.057118316,2.685995987,0.007231396,0.082687792,Bola2
Camsap1,529.5402881,0.153260426,0.074870957,2.046895011,0.040668394,0.264738517,Camsap1
Ikbkg,1769.901948,0.152719875,0.045589754,3.349856653,0.000808534,0.015696338,Ikbkg
Rps6kb1,646.9765703,0.152643524,0.072671464,2.100100774,0.035719977,0.2451936,Rps6kb1
Ndufab1,577.1425016,0.151865115,0.07039041,2.154723551,0.031183474,0.22695778,Ndufab1
Rad54l2,966.3501628,0.151572535,0.068260393,2.22045482,0.026387909,0.203523934,Rad54l2
Nav1,1030.364164,0.148772605,0.063544678,2.342813933,0.019138925,0.163278955,Nav1
Tbrg1,613.2033714,0.148213416,0.066313055,2.23316989,0.025537743,0.198613147,Tbrg1
Tmem256,688.3833321,0.147216285,0.064964904,2.265030762,0.023510792,0.187399888,Tmem256
Flrt2,1903.192367,0.146678288,0.057034027,2.571692387,0.010120277,0.105434261,Flrt2
Ppig,1275.002076,0.145247216,0.052809792,2.749524781,0.005968175,0.072548205,Ppig
Mrps26,565.6795104,0.144177043,0.071235406,2.02228248,0.043147178,0.272306749,Mrps26
Slc48a1,11406.957,0.143566525,0.028269556,5.078306552,3.81E-07,2.11E-05,Slc48a1
Lrrfip2,1141.108966,0.143118519,0.049717807,2.878283601,0.003998455,0.053905097,Lrrfip2
Foxk1,730.0761236,0.141180866,0.066346677,2.130018089,0.03317012,0.234952028,Foxk1
Zyx,2804.4491,0.139972038,0.037450625,3.737175125,0.000186099,0.004671734,Zyx
Rpl38,1701.09426,0.139610612,0.068255302,2.045113945,0.040843626,0.265093615,Rpl38
Prpf39,652.1799798,0.138751456,0.065755325,2.108229318,0.035011158,0.243258866,Prpf39
Snf8,1022.060594,0.137807314,0.058188378,2.36687254,0.01793911,0.155472284,Snf8
Rpl35a,2324.167585,0.137693986,0.048867989,2.817711514,0.004836725,0.06189496,Rpl35a
Atp5e,1476.40022,0.137412925,0.056033435,2.452344095,0.014192887,0.131809772,Atp5e
Mrpl51,932.3789004,0.136307309,0.056314039,2.418997881,0.015563331,0.139686225,Mrpl51
Pef1,693.3180358,0.135897308,0.063252931,2.147905892,0.031721232,0.229274698,Pef1
Pdap1,1263.828864,0.135633059,0.053319654,2.542513429,0.011005837,0.111281243,Pdap1
Ufm1,1342.59594,0.13558676,0.059488328,2.278869398,0.02267483,0.183414181,Ufm1
Polr2a,3110.989069,0.134653237,0.049226876,2.735385595,0.006230724,0.074766886,Polr2a
Golgb1,1112.515535,0.13355906,0.06530161,2.045948168,0.040761471,0.264949559,Golgb1
Tsc22d1,904.6342802,0.13325835,0.061431384,2.169754019,0.030025485,0.221290191,Tsc22d1
Mum1,585.9318432,0.132942783,0.067771863,1.961753419,0.049791199,0.293418756,Mum1
Tardbp,2648.123331,0.131297677,0.039382236,3.333524944,0.00085753,0.016428466,Tardbp
Patl1,998.7397015,0.130941273,0.059220779,2.210517464,0.02706927,0.206470147,Patl1
Anxa7,3508.143924,0.129335874,0.036114921,3.580986745,0.000342299,0.007773807,Anxa7
Nudcd2,772.3812108,0.129114991,0.061948237,2.083777992,0.037180366,0.250588488,Nudcd2
Pdcd6,1019.510202,0.128792166,0.060472719,2.129216997,0.033236311,0.235293692,Pdcd6
Myl12a,2592.22836,0.12802902,0.037186108,3.44296991,0.000575363,0.011873324,Myl12a
Cuedc2,1706.447953,0.126330644,0.049056905,2.574578492,0.010036231,0.105211818,Cuedc2
Atp5j,1570.082157,0.125965854,0.050979078,2.470441533,0.013494638,0.127310102,Atp5j
Chmp2a,1495.367571,0.12529868,0.049938194,2.508124774,0.01213738,0.117802559,Chmp2a
Ssr4,2132.553785,0.124621428,0.0390688,3.189449696,0.001425439,0.024416939,Ssr4
Kdm7a,1291.778987,0.122852947,0.060163429,2.043905942,0.04096284,0.265315183,Kdm7a
Rplp2,5358.988589,0.121979466,0.040640489,3.001405973,0.00268736,0.040062762,Rplp2
Csf2ra,12225.14462,0.121822962,0.026990583,4.513586748,6.37E-06,0.000257963,Csf2ra
Becn1,1064.059272,0.121536678,0.054835045,2.216876741,0.026631516,0.204200925,Becn1
9-Sep,4000.802789,0.118553175,0.03290103,3.602952293,0.000314623,0.007271294,9-Sep
Emg1,867.2767907,0.117734267,0.056402702,2.086166283,0.036963563,0.249873849,Emg1
Sbf2,1529.897664,0.116940147,0.053954177,2.168701611,0.030105345,0.221629461,Sbf2
Sertad2,1020.790302,0.116532589,0.055303591,2.107637254,0.035062379,0.243365673,Sertad2
Gm9794,2568.447946,0.116322171,0.046303622,2.51223851,0.011996798,0.117317937,Gm9794
Blvrb,3787.563302,0.115915711,0.03444966,3.364468801,0.000766912,0.015112194,Blvrb
Dctn3,860.373896,0.115730826,0.058689475,1.97125014,0.048695271,0.28977267,Dctn3
Hist1h1c,3240.636026,0.115587482,0.045736266,2.528598776,0.011451886,0.11423793,Hist1h1c
Plgrkt,1262.680277,0.115361599,0.05328444,2.165961589,0.030314122,0.222767787,Plgrkt
Rpsa,16841.03213,0.115345624,0.02790543,4.133486736,3.57E-05,0.001136425,Rpsa
Ccdc9,923.7794581,0.114608257,0.055921503,2.049723439,0.040391426,0.264177416,Ccdc9
Plekhf2,1011.420496,0.113730803,0.056765909,2.002972325,0.045180259,0.278346082,Plekhf2
Arrdc4,1430.23313,0.113376564,0.052839341,2.145850144,0.031884937,0.229431664,Arrdc4
Fubp1,1187.053237,0.113349688,0.050154846,2.259479378,0.023853582,0.189096996,Fubp1
Mmp12,208333.1266,0.113196644,0.035498717,3.188738321,0.001428952,0.024445147,Mmp12
Wdr13,1210.710479,0.112662224,0.055587469,2.027356713,0.042625945,0.270232409,Wdr13
Vamp8,1657.881802,0.112244452,0.049392459,2.272227376,0.023072781,0.185260856,Vamp8
Cdk11b,1345.329463,0.110212533,0.050677288,2.174775669,0.029646931,0.219363855,Cdk11b
Trappc10,1450.878402,0.110062362,0.048933808,2.249325991,0.024491763,0.192872637,Trappc10
Cebpg,1390.860625,0.105522412,0.049844722,2.11772919,0.034198009,0.239770312,Cebpg
Ccnl2,1779.067428,0.104587737,0.044153452,2.368784628,0.017846642,0.155032205,Ccnl2
Eif4a2,3172.415584,0.10447497,0.041397263,2.523387311,0.011623031,0.115152085,Eif4a2
Fis1,1090.714783,0.104176441,0.053014564,1.963674338,0.04956787,0.292452667,Fis1
Luc7l2,1838.640018,0.103155429,0.045359954,2.273579592,0.022991276,0.184719605,Luc7l2
Emc7,1926.283165,0.102588448,0.042759246,2.398326391,0.016470182,0.145729415,Emc7
Lpl,108209.4928,0.101364861,0.03020436,3.35599093,0.000790812,0.015489978,Lpl
Trak1,1551.039773,0.100466412,0.050696623,1.982102071,0.047467818,0.286116966,Trak1
Purb,1979.354612,0.099752625,0.04574254,2.18133229,0.029158848,0.216731447,Purb
Tmed5,2493.694638,0.099695813,0.046062787,2.164123613,0.030454864,0.223449347,Tmed5
Prpf38b,1733.832369,0.099619161,0.047402606,2.101340088,0.035611123,0.244831142,Prpf38b
Mvp,2657.593351,0.099107781,0.040994762,2.417268594,0.015637473,0.140232828,Mvp
Golga7,1441.345093,0.098494138,0.04531513,2.173526524,0.029740712,0.219809525,Golga7
Ccdc50,1925.7545,0.097758961,0.044733755,2.186224719,0.028799169,0.214911336,Ccdc50
BC005537,12175.49763,0.096979176,0.026707013,3.63122816,0.000282076,0.006612379,BC005537
Cltc,12331.92873,0.096531205,0.035968655,2.683827099,0.007278474,0.083104375,Cltc
Rpl28,5110.125014,0.095343515,0.032659778,2.919198843,0.003509323,0.048817588,Rpl28
Ewsr1,3412.774189,0.094577609,0.037094082,2.549579675,0.010785286,0.109984741,Ewsr1
Camta2,1901.164359,0.094385221,0.045692131,2.065575477,0.038868582,0.25762969,Camta2
Cox6c,1351.334353,0.093758346,0.046867211,2.000115947,0.045487745,0.279452139,Cox6c
Kif1b,1964.866621,0.09059991,0.044314647,2.044901673,0.040864553,0.265093615,Kif1b
Rps23,6314.255549,0.088856433,0.032476084,2.736101452,0.006217186,0.074743118,Rps23
Dot1l,2580.760676,0.088849629,0.039158444,2.268466818,0.023300769,0.186178829,Dot1l
Epn1,2651.293566,0.087738985,0.038742621,2.265201679,0.023500306,0.187399888,Epn1
Lasp1,14166.63237,0.085651063,0.024923542,3.436488225,0.000589308,0.012066558,Lasp1
Afg3l2,1878.800617,0.085313307,0.040614813,2.099724851,0.035753052,0.245292145,Afg3l2
Rpl22,2950.740791,0.083806094,0.036784302,2.278216099,0.022713706,0.183554111,Rpl22
Myo1e,9061.321179,0.083705781,0.032099667,2.607810125,0.009112348,0.098036301,Myo1e
Rps14,7866.479098,0.081616988,0.034384106,2.373745168,0.017608699,0.153624758,Rps14
Rps17,5024.084498,0.077461887,0.033428484,2.31714945,0.020495592,0.170523326,Rps17
Tcirg1,15632.52771,0.077363323,0.020334717,3.804335386,0.000142185,0.00371155,Tcirg1
Plekho1,3550.441064,0.075418305,0.034708468,2.172720597,0.029801353,0.220133554,Plekho1
Actn1,4460.75298,0.074824982,0.034296064,2.181482891,0.029147719,0.216731447,Actn1
Bin1,2928.10254,0.074476605,0.03491002,2.133118274,0.032915025,0.233776959,Bin1
Rps20,3458.405546,0.07394443,0.03732095,1.981672001,0.047515963,0.286174628,Rps20
Kdm5d,209.1990278,0.071848459,0.206197544,2.040965127,0.041254294,0.265718916,Kdm5d
Arhgap45,4933.585642,0.071836266,0.028119195,2.55506509,0.010616794,0.108689431,Arhgap45
Rpl32,7318.160601,0.071432284,0.035082085,2.036121072,0.041738199,0.267059259,Rpl32
Rps25,5940.581459,0.071050947,0.032421051,2.191557552,0.02841147,0.213477007,Rps25
Clic4,6236.03953,0.064123429,0.030305646,2.116202342,0.034327602,0.240036765,Clic4
Rpl4,15508.59148,0.042910468,0.021551936,1.991015722,0.046479159,0.282871455,Rpl4
Gnai2,17000.48128,-0.042400923,0.021614284,-1.961688276,0.049798788,0.293418756,Gnai2
Eif3b,5858.59211,-0.053447653,0.02614033,-2.044674011,0.040887007,0.265108039,Eif3b
Eif4g2,16614.76032,-0.054006237,0.023039114,-2.344117605,0.019072157,0.162815335,Eif4g2
Rhob,12678.8632,-0.059936748,0.029341987,-2.042697973,0.041082346,0.265362419,Rhob
Eno1,23483.14261,-0.060495312,0.026464896,-2.285871907,0.022261753,0.181078843,Eno1
Rnf10,3831.825564,-0.062676979,0.030376825,-2.06331458,0.03908275,0.258377668,Rnf10
Rpn1,6994.240735,-0.063182327,0.028896935,-2.18647446,0.028780911,0.21489747,Rpn1
Pcbp1,4476.591905,-0.063896349,0.031267586,-2.04353059,0.040999942,0.265315183,Pcbp1
Rac1,5822.652141,-0.065944462,0.028577152,-2.307593172,0.021021775,0.173711564,Rac1
Syk,6786.495783,-0.067585527,0.0343294,-1.96872135,0.048985098,0.290847633,Syk
Stat6,3679.792023,-0.067616579,0.033062726,-2.045103394,0.040844666,0.265093615,Stat6
Ube2d3,5323.052786,-0.067804623,0.033093024,-2.048909639,0.040470952,0.264240832,Ube2d3
Cct6a,2628.272015,-0.068329387,0.034483782,-1.981483226,0.047537109,0.286174628,Cct6a
Ap2m1,7760.12759,-0.069246659,0.02573478,-2.690783134,0.007128452,0.081939677,Ap2m1
Ywhab,5289.572846,-0.069787383,0.030859679,-2.261443955,0.02373178,0.188245302,Ywhab
Mapk1,2978.590842,-0.070246436,0.033525618,-2.095303505,0.036144021,0.246940173,Mapk1
Cct3,3783.858665,-0.070723824,0.032577089,-2.170945988,0.029935255,0.220873642,Cct3
Coa5,3668.898266,-0.071707707,0.035133872,-2.040979763,0.041252839,0.265718916,Coa5
Efhd2,13310.84036,-0.071942972,0.026165133,-2.749577692,0.005967212,0.072548205,Efhd2
Cct8,3858.521083,-0.073022391,0.03529662,-2.068807807,0.038564126,0.25651995,Cct8
Ergic1,2236.854964,-0.073506393,0.037171055,-1.977484352,0.047986908,0.287526492,Ergic1
Nckap1l,10622.01954,-0.073721837,0.033450939,-2.203882526,0.027532607,0.208769183,Nckap1l
Serp1,6548.519209,-0.074919392,0.030388843,-2.465386707,0.013686545,0.128289332,Serp1
Eif3c,4523.179102,-0.075062836,0.032723888,-2.293815742,0.021801085,0.178327975,Eif3c
Psmc1,2424.622323,-0.075838785,0.035723609,-2.122881365,0.033763794,0.237615876,Psmc1
Itsn2,2240.492052,-0.076028283,0.038339191,-1.98310123,0.047356123,0.28572102,Itsn2
Ptbp3,4960.446928,-0.076189953,0.036474534,-2.088838841,0.036722233,0.249330641,Ptbp3
Ptbp1,3839.837569,-0.0771194,0.038294649,-2.013829572,0.04402743,0.274469762,Ptbp1
Mta2,2295.748786,-0.078010763,0.039598773,-1.970054685,0.048832104,0.290333886,Mta2
Spi1,6813.663037,-0.078787338,0.027830265,-2.831007681,0.004640161,0.060083662,Spi1
Ptpn6,3506.611161,-0.07897524,0.038203764,-2.0673286,0.038703201,0.257053597,Ptpn6
Kpna4,2326.949101,-0.079235333,0.039312861,-2.015476654,0.04385473,0.273937775,Kpna4
Ptpn11,1969.044069,-0.079557742,0.040225458,-1.977795129,0.047951823,0.287447709,Ptpn11
Prkar1a,6306.911325,-0.08166393,0.03338047,-2.446459133,0.014426715,0.13340215,Prkar1a
Grk2,4308.392305,-0.082588648,0.030716637,-2.68876461,0.007171697,0.082220401,Grk2
Nap1l4,1804.202277,-0.083000046,0.0419116,-1.980319765,0.047667609,0.286399061,Nap1l4
Rab8b,4478.736111,-0.083445365,0.02962551,-2.816658642,0.004852607,0.062033342,Rab8b
Abce1,2207.314083,-0.083571606,0.036473724,-2.29122798,0.021950232,0.179435954,Abce1
Vsp35l,2482.202199,-0.08419439,0.037305155,-2.256887932,0.024015078,0.18968872,Vsp35l
Lrrc59,6466.41079,-0.084359701,0.028866152,-2.922396951,0.003473485,0.04852511,Lrrc59
Ap2a1,2055.877618,-0.084762651,0.042400101,-1.999120089,0.045595362,0.279719862,Ap2a1
Pcbp2,2167.07627,-0.085432001,0.041938021,-2.037125811,0.041637436,0.26680536,Pcbp2
Slc43a2,4782.380608,-0.085601017,0.032597136,-2.626068054,0.008637755,0.09432428,Slc43a2
Bcl2l1,3262.742803,-0.086093677,0.034327594,-2.507969116,0.012142728,0.117802559,Bcl2l1
Pacsin2,2032.44592,-0.086266528,0.042540907,-2.027916502,0.042568771,0.270114518,Pacsin2
Vac14,2357.621197,-0.087129198,0.042699674,-2.040470787,0.041303458,0.265718916,Vac14
Ifi30,5734.292127,-0.08717782,0.03141662,-2.774897337,0.005521914,0.068392396,Ifi30
Ssfa2,2919.788094,-0.087331334,0.039260231,-2.224449392,0.026118224,0.201681323,Ssfa2
Copb2,2582.254402,-0.087594846,0.038721101,-2.262184941,0.023685979,0.188245302,Copb2
Vasp,2404.919156,-0.087739027,0.042110407,-2.083624482,0.037194338,0.250588488,Vasp
Ube2m,2310.489986,-0.087829398,0.044700702,-1.964735337,0.049444878,0.291989941,Ube2m
Rtcb,2010.587733,-0.087946322,0.042471748,-2.070697889,0.038387038,0.255500185,Rtcb
Adam15,5392.307557,-0.088399373,0.029077021,-3.040199049,0.002364218,0.036277187,Adam15
Stat3,2119.791316,-0.088731723,0.040252999,-2.204354007,0.027499458,0.208769183,Stat3
Rap1gds1,2159.457735,-0.088845995,0.044195153,-2.010416649,0.04438711,0.275740645,Rap1gds1
Stt3b,3401.31503,-0.088992193,0.032831989,-2.710511819,0.006717945,0.078529845,Stt3b
Zdhhc5,2236.677483,-0.089209451,0.038737182,-2.302908706,0.02128398,0.175191757,Zdhhc5
P2rx4,3992.306353,-0.089371185,0.034974608,-2.555317357,0.010609102,0.108689431,P2rx4
Atp2a2,6180.169219,-0.089979257,0.03235427,-2.781045372,0.005418416,0.067686299,Atp2a2
Clptm1,3701.422025,-0.090490024,0.038517733,-2.349267713,0.018810377,0.161421859,Clptm1
Prpf19,1489.637674,-0.091507712,0.045142133,-2.027021311,0.042660233,0.270319003,Prpf19
Mtmr3,1868.184583,-0.09153972,0.04264398,-2.146623937,0.031823233,0.22937934,Mtmr3
Dctn1,2972.551314,-0.09161313,0.03989157,-2.29655818,0.021643987,0.177486108,Dctn1
Iars2,1574.136677,-0.091756456,0.046171159,-1.987290299,0.046890236,0.28420428,Iars2
Gsk3b,1929.404682,-0.092039407,0.046137056,-1.994981239,0.046044926,0.281166043,Gsk3b
B4galt5,2647.403293,-0.093431905,0.039458545,-2.367730804,0.017897553,0.15521478,B4galt5
