,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Slc12a2.1,2.43E-06,0.172596076,0.356,0.331,0.065255425,2,Slc12a2
Agmo.1,2.43E-06,0.147746983,0.613,0.559,0.065264313,2,Agmo
Pag1.1,2.44E-06,0.103612749,0.907,0.873,0.065459893,2,Pag1
Riok3,2.82E-06,-0.130155785,0.228,0.277,0.075775963,2,Riok3
Capza1,3.95E-06,-0.133622019,0.322,0.377,0.106005243,2,Capza1
Ncoa1.1,4.00E-06,-0.122772715,0.333,0.387,0.107310408,2,Ncoa1
Arhgef2,4.07E-06,-0.115239881,0.248,0.296,0.109337181,2,Arhgef2
Cds1.1,4.11E-06,0.134128991,0.286,0.275,0.110329556,2,Cds1
Mvb12b.1,5.28E-06,0.140581408,0.449,0.436,0.141750594,2,Mvb12b
Scoc.1,5.73E-06,0.174363772,0.346,0.314,0.153640687,2,Scoc
Pld4,5.95E-06,0.161141015,0.312,0.284,0.15955199,2,Pld4
Gm50035.1,6.57E-06,0.144758639,0.42,0.404,0.176312726,2,Gm50035
Fcrls.1,6.62E-06,0.170632475,0.511,0.474,0.177531471,2,Fcrls
Usp48,6.75E-06,-0.103547787,0.223,0.267,0.181103018,2,Usp48
Myo1f,7.19E-06,-0.118492056,0.677,0.729,0.192846812,2,Myo1f
Mlxipl.1,9.47E-06,0.109306093,0.327,0.323,0.253986602,2,Mlxipl
Vps13d,1.00E-05,-0.154103471,0.311,0.366,0.268780715,2,Vps13d
Rmdn1,1.09E-05,0.124830879,0.296,0.291,0.292143883,2,Rmdn1
Trf,1.11E-05,0.176366661,0.325,0.287,0.298388098,2,Trf
Cmss1.1,1.14E-05,0.146130526,0.527,0.5,0.307236897,2,Cmss1
Rtn1.1,1.29E-05,0.19559943,0.423,0.387,0.347288006,2,Rtn1
Mgat4a.1,1.47E-05,0.130373765,0.601,0.575,0.393207987,2,Mgat4a
0610040J01Rik.1,1.49E-05,0.143556566,0.58,0.53,0.399974535,2,0610040J01Rik
Tmem135.1,1.76E-05,0.126236997,0.61,0.586,0.472761995,2,Tmem135
Phyhd1.1,1.92E-05,0.146145396,0.628,0.59,0.51426048,2,Phyhd1
Herc1,1.98E-05,-0.151221202,0.44,0.496,0.530412219,2,Herc1
Sall1.1,2.01E-05,0.160499016,0.386,0.355,0.538679208,2,Sall1
Tbc1d1.1,2.21E-05,-0.207327317,0.211,0.258,0.59240656,2,Tbc1d1
Nr3c1,2.91E-05,-0.120287461,0.422,0.475,0.779763065,2,Nr3c1
Ext1.1,2.92E-05,-0.194817655,0.418,0.472,0.784890683,2,Ext1
Aopep.1,2.99E-05,-0.171659378,0.396,0.451,0.80256525,2,Aopep
Unc93b1.1,3.24E-05,0.118197911,0.726,0.705,0.870633056,2,Unc93b1
Xylt1.1,3.68E-05,-0.189769512,0.21,0.257,0.987662601,2,Xylt1
Phip.1,3.86E-05,-0.154810569,0.414,0.468,1,2,Phip
Ssbp2,4.16E-05,0.124216687,0.441,0.426,1,2,Ssbp2
Lmo2,4.24E-05,0.122370099,0.321,0.309,1,2,Lmo2
Marcks.1,4.26E-05,0.109081815,0.412,0.403,1,2,Marcks
Lyst.1,4.49E-05,-0.218965784,0.449,0.499,1,2,Lyst
Aff1.1,4.52E-05,-0.145553631,0.254,0.3,1,2,Aff1
Pkig.1,4.54E-05,0.132427581,0.383,0.368,1,2,Pkig
Spire1.1,4.65E-05,0.116358911,0.494,0.478,1,2,Spire1
Slc38a6.1,4.66E-05,-0.108944192,0.222,0.263,1,2,Slc38a6
Senp2.1,4.79E-05,0.124162863,0.449,0.43,1,2,Senp2
Gm35188.1,5.23E-05,0.111897053,0.769,0.728,1,2,Gm35188
Atf6,5.58E-05,-0.159186558,0.313,0.364,1,2,Atf6
Golm1.1,5.81E-05,0.145460745,0.471,0.437,1,2,Golm1
Rhobtb1.1,6.06E-05,0.100269201,0.304,0.299,1,2,Rhobtb1
Cacnb2.1,6.44E-05,0.169536702,0.518,0.474,1,2,Cacnb2
Pid1.1,6.45E-05,-0.284195909,0.533,0.568,1,2,Pid1
Fam102b.1,6.61E-05,0.146485337,0.454,0.423,1,2,Fam102b
Rabep1.1,6.76E-05,-0.144418644,0.457,0.51,1,2,Rabep1
Med12l.1,7.48E-05,0.129972691,0.514,0.501,1,2,Med12l
8030442B05Rik.1,8.01E-05,0.1617111,0.421,0.385,1,2,8030442B05Rik
Rab2a,8.02E-05,-0.119627086,0.379,0.429,1,2,Rab2a
Mga.1,9.17E-05,-0.114068196,0.233,0.275,1,2,Mga
Sdk1.1,0.000101,0.210033781,0.331,0.299,1,2,Sdk1
Spata5,0.000104597,-0.106523849,0.226,0.264,1,2,Spata5
Pitpna,0.000106359,-0.113437796,0.34,0.387,1,2,Pitpna
Fcer1g,0.000109922,0.101289034,0.277,0.273,1,2,Fcer1g
Wdr7,0.000111504,-0.101225362,0.253,0.293,1,2,Wdr7
Tank.1,0.000112368,-0.206699114,0.241,0.284,1,2,Tank
Prkch.1,0.000115442,-0.213025964,0.352,0.4,1,2,Prkch
Nsd3.1,0.000117298,-0.151251665,0.483,0.533,1,2,Nsd3
Arih1,0.000126514,-0.116551841,0.491,0.542,1,2,Arih1
Rbm47.1,0.000132508,-0.155763881,0.501,0.55,1,2,Rbm47
Cfh.1,0.000140738,0.102929699,0.679,0.637,1,2,Cfh
Mlph.1,0.00014317,0.165066402,0.291,0.262,1,2,Mlph
E2f3.1,0.000147734,0.13041986,0.387,0.365,1,2,E2f3
Tnfaip8.1,0.000149556,-0.211721499,0.229,0.271,1,2,Tnfaip8
Nrip1.1,0.000153728,0.121860278,0.598,0.578,1,2,Nrip1
Rcor1,0.00015544,-0.110976449,0.256,0.298,1,2,Rcor1
Rptor.1,0.00016391,0.114723093,0.676,0.653,1,2,Rptor
Kcnq1ot1.1,0.000178394,-0.128920833,0.31,0.356,1,2,Kcnq1ot1
Lcp1.1,0.00018005,-0.157794414,0.391,0.44,1,2,Lcp1
Fnip2.1,0.000181974,-0.218520825,0.434,0.478,1,2,Fnip2
Dpysl2,0.000185586,0.151999107,0.319,0.293,1,2,Dpysl2
Mtus1.1,0.0001877,0.110434237,0.354,0.346,1,2,Mtus1
Gm15283.1,0.000189124,-0.189499677,0.266,0.312,1,2,Gm15283
Ppp1r12b,0.000193866,-0.105899118,0.232,0.272,1,2,Ppp1r12b
Zc3hav1.1,0.000196364,-0.18555162,0.262,0.307,1,2,Zc3hav1
Ubxn4,0.000201556,-0.103825518,0.228,0.266,1,2,Ubxn4
Dmxl1.1,0.000207837,-0.112231454,0.372,0.417,1,2,Dmxl1
Apbb1ip.1,0.000216453,0.103328475,0.885,0.864,1,2,Apbb1ip
Ppcdc.1,0.000217273,0.121943997,0.471,0.449,1,2,Ppcdc
Sipa1l2.1,0.000221671,0.115504062,0.63,0.605,1,2,Sipa1l2
Peak1.1,0.000227801,-0.20650323,0.311,0.354,1,2,Peak1
Myo9b.1,0.000237797,-0.126721548,0.401,0.45,1,2,Myo9b
Etnk1.1,0.000253272,-0.108791875,0.273,0.313,1,2,Etnk1
Xist,0.000260851,0.117032001,0.58,0.531,1,2,Xist
Prune2.1,0.000277388,-0.151074649,0.219,0.261,1,2,Prune2
Rnf213.1,0.0002914,-0.23144057,0.27,0.313,1,2,Rnf213
Pak2,0.000301545,-0.115463176,0.392,0.438,1,2,Pak2
Galnt10,0.000326213,-0.137230946,0.226,0.267,1,2,Galnt10
Arhgap45.1,0.00033051,0.104629926,0.737,0.727,1,2,Arhgap45
Fchsd2.1,0.000349051,0.105152021,0.751,0.74,1,2,Fchsd2
Slc24a3.1,0.000353597,0.137073418,0.514,0.473,1,2,Slc24a3
Soat1.1,0.000360368,-0.133185367,0.217,0.258,1,2,Soat1
Ddx50,0.000361094,-0.108847408,0.248,0.287,1,2,Ddx50
Slco2b1.1,0.000369552,0.112238197,0.731,0.707,1,2,Slco2b1
Stat1.1,0.000387155,-0.234673545,0.25,0.291,1,2,Stat1
Dclre1c.1,0.000391317,-0.159368978,0.23,0.271,1,2,Dclre1c
Dennd1a.1,0.000398638,-0.16328928,0.56,0.598,1,2,Dennd1a
Il6ra.1,0.000400323,0.107723234,0.528,0.502,1,2,Il6ra
Ptgs1.1,0.000403942,0.138826583,0.373,0.35,1,2,Ptgs1
Ivns1abp.1,0.000413522,0.112607848,0.732,0.715,1,2,Ivns1abp
Grb2.1,0.000429906,-0.10242207,0.488,0.534,1,2,Grb2
Gtf2h2.1,0.000431662,0.121624767,0.485,0.457,1,2,Gtf2h2
Rapgef6.1,0.000436024,-0.15044583,0.388,0.435,1,2,Rapgef6
Sort1.1,0.000437895,0.13915553,0.312,0.275,1,2,Sort1
Lhfpl2.1,0.000450765,0.120688446,0.589,0.566,1,2,Lhfpl2
Serpine2.1,0.000491854,0.122552409,0.368,0.353,1,2,Serpine2
Rabgap1l.1,0.000498123,-0.238584807,0.219,0.259,1,2,Rabgap1l
Tubgcp5.1,0.00056279,0.105827647,0.44,0.425,1,2,Tubgcp5
Lpp.1,0.000568143,-0.138053398,0.382,0.429,1,2,Lpp
Atp6v0a1.1,0.000586594,-0.154556454,0.478,0.523,1,2,Atp6v0a1
Plcg2.1,0.000588085,0.103999964,0.585,0.564,1,2,Plcg2
Gm46367.1,0.000614498,0.131207426,0.531,0.508,1,2,Gm46367
B430010I23Rik.1,0.000637435,0.160865444,0.33,0.299,1,2,B430010I23Rik
Galnt7.1,0.000664613,-0.109106856,0.295,0.337,1,2,Galnt7
Fnbp1,0.000750293,-0.150987002,0.55,0.595,1,2,Fnbp1
Cdh23.1,0.000847429,0.113176016,0.551,0.511,1,2,Cdh23
Ints6l.1,0.000850012,0.101819647,0.626,0.599,1,2,Ints6l
Ppp4r3a,0.00088111,-0.110295551,0.226,0.263,1,2,Ppp4r3a
Hif1a.1,0.000916267,-0.105155179,0.294,0.335,1,2,Hif1a
Tspan7,0.000970818,0.151362202,0.257,0.225,1,2,Tspan7
Itgav.1,0.001006864,0.106503561,0.411,0.397,1,2,Itgav
Pmepa1.1,0.001047926,0.122945326,0.456,0.42,1,2,Pmepa1
Fgf13.1,0.001109505,-0.217142403,0.553,0.578,1,2,Fgf13
Parp14.1,0.001200586,-0.2051555,0.233,0.27,1,2,Parp14
Vps54.1,0.001305916,-0.113194488,0.42,0.464,1,2,Vps54
Znrf3.1,0.001314813,-0.162439107,0.213,0.251,1,2,Znrf3
Avl9,0.001539063,-0.104852554,0.221,0.255,1,2,Avl9
Nrp1.1,0.001540159,-0.175115093,0.512,0.539,1,2,Nrp1
A830008E24Rik.1,0.001613196,0.122627902,0.394,0.353,1,2,A830008E24Rik
Akap10.1,0.001630615,-0.118836901,0.435,0.478,1,2,Akap10
Fndc3a.1,0.001661949,-0.120437583,0.371,0.414,1,2,Fndc3a
Stk10,0.001701106,-0.156096825,0.274,0.314,1,2,Stk10
4930517O19Rik.1,0.0017925,0.130409048,0.345,0.321,1,2,4930517O19Rik
Tgfa.1,0.001815281,0.103772319,0.293,0.281,1,2,Tgfa
Hps4.1,0.001838047,0.115779263,0.408,0.389,1,2,Hps4
Epsti1.1,0.001931095,-0.189479888,0.379,0.417,1,2,Epsti1
Rasa3,0.001949107,-0.106314598,0.251,0.287,1,2,Rasa3
Cdk17.1,0.001978596,-0.103029746,0.324,0.362,1,2,Cdk17
Klf12.1,0.002059155,0.114714815,0.617,0.598,1,2,Klf12
Nktr.1,0.002109675,-0.116340537,0.408,0.45,1,2,Nktr
Scarb2,0.002224404,0.120746452,0.336,0.316,1,2,Scarb2
Ankrd11.1,0.002252043,-0.107076577,0.644,0.684,1,2,Ankrd11
P3h2.1,0.002290453,0.107496492,0.529,0.505,1,2,P3h2
Atp6v1b2.1,0.002452785,-0.104007996,0.249,0.286,1,2,Atp6v1b2
Atrx,0.002584139,-0.112917538,0.475,0.517,1,2,Atrx
Rtn4rl1.1,0.002713024,0.104946776,0.411,0.392,1,2,Rtn4rl1
Fryl.1,0.002795228,-0.158247563,0.334,0.374,1,2,Fryl
Trim30a.1,0.002995137,-0.157278521,0.402,0.443,1,2,Trim30a
Itga6.1,0.00304695,0.103855,0.492,0.47,1,2,Itga6
Bbs9.1,0.0031831,0.106497606,0.531,0.508,1,2,Bbs9
Rufy3.1,0.003261712,-0.118868964,0.265,0.302,1,2,Rufy3
Tut7,0.003572982,-0.10164996,0.327,0.366,1,2,Tut7
Ap1g1,0.003639835,-0.125381295,0.269,0.306,1,2,Ap1g1
Chd4,0.003891408,-0.118760554,0.269,0.306,1,2,Chd4
Stat3,0.0041553,-0.150675544,0.278,0.314,1,2,Stat3
Mir142hg.1,0.00416958,-0.113207402,0.288,0.324,1,2,Mir142hg
Snd1.1,0.004518626,-0.111639452,0.458,0.498,1,2,Snd1
Lrp6.1,0.004807119,-0.12312516,0.277,0.312,1,2,Lrp6
Dlg2,0.004901236,-0.194161985,0.308,0.321,1,2,Dlg2
Stab1.1,0.005119063,-0.324542978,0.248,0.275,1,2,Stab1
Kcnma1,0.005145887,0.113277919,0.561,0.536,1,2,Kcnma1
Gria2,0.005166827,0.104401513,0.392,0.378,1,2,Gria2
Fgd2.1,0.005285931,0.110405374,0.626,0.6,1,2,Fgd2
App.1,0.005716633,-0.125462797,0.349,0.386,1,2,App
Eef2k.1,0.005738976,0.112880516,0.321,0.301,1,2,Eef2k
Nrros,0.005992051,-0.108419779,0.399,0.437,1,2,Nrros
P2rx7.1,0.006478962,-0.191264074,0.4,0.437,1,2,P2rx7
Ctsc.1,0.006806591,-0.186177284,0.349,0.382,1,2,Ctsc
Acaca.1,0.006828038,-0.17673435,0.325,0.356,1,2,Acaca
Cers6.1,0.007599513,-0.100402113,0.339,0.374,1,2,Cers6
Ankhd1.1,0.009276812,-0.102909478,0.482,0.519,1,2,Ankhd1
Csmd3.2,0,-1.482878453,0.775,0.911,0,3,Csmd3
8030442B05Rik.2,5.51E-138,-1.331389896,0.161,0.43,1.48E-133,3,8030442B05Rik
Gm10790.2,1.46E-190,-1.290866611,0.391,0.662,3.91E-186,3,Gm10790
Siglech.2,3.35E-177,-1.240965371,0.371,0.668,8.99E-173,3,Siglech
Selplg.2,1.10E-161,-1.207858005,0.355,0.608,2.96E-157,3,Selplg
Cdh23.2,6.54E-120,-1.063122075,0.334,0.55,1.76E-115,3,Cdh23
mt-Co3.2,1.78E-52,-1.035001308,0.147,0.279,4.78E-48,3,mt-Co3
Abca9.1,8.99E-119,-1.009072893,0.322,0.519,2.41E-114,3,Abca9
Cst3.2,6.69E-159,-0.98775648,0.777,0.857,1.80E-154,3,Cst3
Numb.2,2.38E-190,-0.961814459,0.708,0.817,6.38E-186,3,Numb
Agmo.2,5.69E-101,-0.952622054,0.418,0.594,1.53E-96,3,Agmo
St3gal6.1,5.16E-103,-0.910437447,0.37,0.554,1.39E-98,3,St3gal6
Elmo1.2,1.18E-246,-0.88490551,0.938,0.97,3.18E-242,3,Elmo1
Itga9.1,2.77E-63,-0.882943326,0.137,0.293,7.43E-59,3,Itga9
Prkca.1,2.32E-89,-0.873303284,0.435,0.577,6.21E-85,3,Prkca
mt-Co1.2,7.40E-49,-0.865946359,0.158,0.26,1.99E-44,3,mt-Co1
Rapgef5.2,4.78E-158,-0.864632983,0.705,0.826,1.28E-153,3,Rapgef5
P3h2.2,5.33E-83,-0.855021033,0.377,0.532,1.43E-78,3,P3h2
P2ry12.2,1.84E-104,-0.849313,0.529,0.702,4.92E-100,3,P2ry12
Ptgs1.2,3.86E-71,-0.837252875,0.214,0.378,1.03E-66,3,Ptgs1
Plxna4.2,4.41E-75,-0.836522619,0.401,0.518,1.18E-70,3,Plxna4
0610040J01Rik.2,9.75E-89,-0.825018432,0.395,0.563,2.62E-84,3,0610040J01Rik
Sparc.2,6.35E-81,-0.824748785,0.27,0.412,1.70E-76,3,Sparc
Gm46367.2,1.27E-89,-0.819208503,0.392,0.532,3.41E-85,3,Gm46367
Pde3b.2,4.31E-145,-0.801444654,0.735,0.85,1.16E-140,3,Pde3b
Fgd2.2,8.74E-105,-0.798181911,0.456,0.63,2.35E-100,3,Fgd2
Stab1.2,4.25E-41,-0.784586886,0.21,0.281,1.14E-36,3,Stab1
Nav3.2,6.35E-151,-0.782905035,0.809,0.875,1.70E-146,3,Nav3
Rtn1.2,1.09E-64,-0.781704386,0.289,0.411,2.93E-60,3,Rtn1
Fam102b.2,4.11E-71,-0.781150559,0.32,0.447,1.10E-66,3,Fam102b
Slc24a3.2,1.40E-64,-0.777493665,0.329,0.505,3.76E-60,3,Slc24a3
A830008E24Rik.2,1.85E-52,-0.759658652,0.248,0.38,4.97E-48,3,A830008E24Rik
Col27a1.1,1.22E-62,-0.754567062,0.202,0.331,3.27E-58,3,Col27a1
St3gal5.1,5.96E-57,-0.752567326,0.214,0.353,1.60E-52,3,St3gal5
Zfhx3.2,7.88E-171,-0.751231338,0.882,0.912,2.12E-166,3,Zfhx3
4933406I18Rik.2,2.31E-106,-0.750591456,0.629,0.732,6.20E-102,3,4933406I18Rik
Cacnb2.2,8.02E-54,-0.745497228,0.357,0.503,2.15E-49,3,Cacnb2
Nos1ap.1,5.72E-62,-0.741445415,0.215,0.327,1.54E-57,3,Nos1ap
Rhobtb1.2,5.85E-54,-0.733172807,0.177,0.321,1.57E-49,3,Rhobtb1
Capn3.1,2.73E-66,-0.731204667,0.294,0.433,7.31E-62,3,Capn3
Serinc3.2,1.49E-104,-0.727296286,0.571,0.707,3.99E-100,3,Serinc3
Whrn.1,1.08E-55,-0.723887212,0.18,0.318,2.90E-51,3,Whrn
Pmepa1.2,2.52E-62,-0.716608365,0.323,0.444,6.76E-58,3,Pmepa1
Fchsd2.2,4.00E-96,-0.714248362,0.654,0.757,1.07E-91,3,Fchsd2
Meg3,1.41E-49,-0.7135875,0.499,0.616,3.79E-45,3,Meg3
Gpr34.2,3.11E-73,-0.704271947,0.399,0.498,8.35E-69,3,Gpr34
Pld1.1,1.18E-73,-0.700404857,0.369,0.492,3.17E-69,3,Pld1
Tanc2.2,9.43E-204,-0.683135963,0.963,0.945,2.53E-199,3,Tanc2
Bbs9.2,3.57E-63,-0.6827098,0.423,0.527,9.59E-59,3,Bbs9
Atp8a2.2,1.45E-104,-0.679250569,0.653,0.759,3.90E-100,3,Atp8a2
Lsamp.1,1.29E-29,-0.678802848,0.275,0.402,3.46E-25,3,Lsamp
Lrba.1,3.67E-55,-0.678494141,0.306,0.403,9.84E-51,3,Lrba
Vsir.2,3.62E-73,-0.676954253,0.376,0.499,9.71E-69,3,Vsir
Slco2b1.2,2.36E-83,-0.675510612,0.612,0.728,6.34E-79,3,Slco2b1
Pde4d.1,1.91E-45,-0.670223445,0.282,0.374,5.14E-41,3,Pde4d
Prkce.1,1.82E-60,-0.669487429,0.396,0.464,4.89E-56,3,Prkce
Eef2k.2,2.76E-51,-0.661937231,0.213,0.32,7.41E-47,3,Eef2k
Hpgd.1,4.11E-40,-0.641675803,0.221,0.318,1.10E-35,3,Hpgd
Nrip1.2,4.80E-79,-0.621264226,0.513,0.593,1.29E-74,3,Nrip1
Gm26542.1,9.06E-61,-0.618678663,0.384,0.462,2.43E-56,3,Gm26542
Csf1r.2,1.16E-113,-0.618430579,0.77,0.829,3.12E-109,3,Csf1r
Chd9.1,3.90E-116,-0.616062317,0.832,0.871,1.05E-111,3,Chd9
Ivns1abp.2,1.88E-83,-0.611739141,0.676,0.725,5.05E-79,3,Ivns1abp
Dip2b.1,9.73E-103,-0.610209254,0.757,0.814,2.61E-98,3,Dip2b
Srgap2.2,4.75E-163,-0.610203744,0.952,0.951,1.27E-158,3,Srgap2
Gm32036.1,4.51E-51,-0.600812213,0.337,0.428,1.21E-46,3,Gm32036
Snhg11,4.95E-43,-0.598767835,0.478,0.565,1.33E-38,3,Snhg11
Med12l.2,3.38E-64,-0.589601865,0.435,0.515,9.07E-60,3,Med12l
Il6ra.2,1.68E-65,-0.587272403,0.428,0.52,4.51E-61,3,Il6ra
Maf,4.69E-50,-0.586323879,0.378,0.451,1.26E-45,3,Maf
Otulinl.1,9.46E-75,-0.58201359,0.572,0.655,2.54E-70,3,Otulinl
Rps6ka1.1,3.41E-48,-0.581162022,0.247,0.34,9.15E-44,3,Rps6ka1
Ccr5.1,7.79E-40,-0.577852739,0.214,0.293,2.09E-35,3,Ccr5
Kcnip4,2.25E-17,-0.573261036,0.254,0.336,6.03E-13,3,Kcnip4
Tenm2,1.41E-25,-0.571371031,0.156,0.258,3.78E-21,3,Tenm2
Cmtm7.1,3.95E-42,-0.570720562,0.238,0.328,1.06E-37,3,Cmtm7
Sall1.2,5.47E-41,-0.570235838,0.271,0.376,1.47E-36,3,Sall1
Frmd4a.2,1.38E-115,-0.565452884,0.841,0.87,3.71E-111,3,Frmd4a
Nfia.1,3.24E-58,-0.558977226,0.645,0.715,8.69E-54,3,Nfia
Arhgap45.2,5.61E-73,-0.558948135,0.669,0.739,1.50E-68,3,Arhgap45
Gm2629.2,4.65E-95,-0.557128773,0.69,0.746,1.25E-90,3,Gm2629
Entpd1.1,2.54E-60,-0.554851426,0.606,0.702,6.81E-56,3,Entpd1
Gm35188.2,4.12E-67,-0.553791847,0.709,0.739,1.11E-62,3,Gm35188
Dock10,2.86E-77,-0.552022291,0.777,0.837,7.68E-73,3,Dock10
Slc16a6.1,3.49E-52,-0.547031555,0.283,0.357,9.38E-48,3,Slc16a6
Bin2.1,6.87E-53,-0.545301318,0.34,0.411,1.84E-48,3,Bin2
Tm6sf1.1,1.02E-38,-0.544692658,0.236,0.316,2.75E-34,3,Tm6sf1
Cables1.1,1.62E-37,-0.541688308,0.272,0.354,4.34E-33,3,Cables1
Cx3cr1.2,1.60E-79,-0.539655629,0.706,0.764,4.29E-75,3,Cx3cr1
Mtus1.2,1.94E-49,-0.53703351,0.285,0.358,5.22E-45,3,Mtus1
Phyhd1.2,3.27E-67,-0.534626705,0.528,0.608,8.76E-63,3,Phyhd1
Ifitm10.1,7.97E-45,-0.533763171,0.485,0.616,2.14E-40,3,Ifitm10
Zdhhc14.1,9.92E-41,-0.533608572,0.338,0.413,2.66E-36,3,Zdhhc14
Gm26827.1,1.08E-34,-0.531520302,0.214,0.279,2.91E-30,3,Gm26827
Gria2.1,1.30E-49,-0.525978317,0.346,0.386,3.48E-45,3,Gria2
Maml3.2,2.16E-77,-0.524557375,0.843,0.864,5.80E-73,3,Maml3
Ssh2.1,8.12E-84,-0.517295826,0.853,0.9,2.18E-79,3,Ssh2
Arhgap5.2,2.14E-72,-0.512190516,0.692,0.725,5.75E-68,3,Arhgap5
Fer.1,1.26E-38,-0.507409153,0.285,0.362,3.37E-34,3,Fer
Pkig.2,1.95E-41,-0.506116878,0.313,0.381,5.24E-37,3,Pkig
Gab1.1,7.27E-32,-0.49800304,0.228,0.285,1.95E-27,3,Gab1
Phactr2.1,3.65E-42,-0.496750393,0.297,0.339,9.80E-38,3,Phactr2
Wdfy2.1,6.21E-44,-0.494944181,0.359,0.427,1.67E-39,3,Wdfy2
Cfh.2,1.67E-54,-0.493452057,0.591,0.654,4.49E-50,3,Cfh
Dapp1.1,1.50E-45,-0.492223052,0.362,0.424,4.02E-41,3,Dapp1
Tpst2.1,7.81E-38,-0.491656716,0.188,0.254,2.10E-33,3,Tpst2
Kif21b.1,1.93E-42,-0.490469202,0.259,0.324,5.17E-38,3,Kif21b
Tln2.1,9.81E-29,-0.488197283,0.209,0.29,2.63E-24,3,Tln2
Gtf2h2.2,1.37E-55,-0.482892487,0.414,0.47,3.68E-51,3,Gtf2h2
Pcdh9,3.76E-18,-0.480654766,0.263,0.326,1.01E-13,3,Pcdh9
Dock4.2,5.19E-116,-0.479130326,0.958,0.94,1.39E-111,3,Dock4
Zfp710.1,5.05E-65,-0.477997332,0.692,0.738,1.35E-60,3,Zfp710
Rbfox1,1.12E-24,-0.477109053,0.316,0.382,3.02E-20,3,Rbfox1
Ankrd44.1,2.38E-71,-0.473717348,0.778,0.812,6.39E-67,3,Ankrd44
Rgs10.2,3.27E-55,-0.470534283,0.455,0.509,8.77E-51,3,Rgs10
Gng2,1.53E-50,-0.467722392,0.388,0.42,4.10E-46,3,Gng2
Ntpcr.1,2.74E-42,-0.462794342,0.247,0.305,7.36E-38,3,Ntpcr
Ints6l.2,3.73E-46,-0.461871482,0.549,0.613,1.00E-41,3,Ints6l
Mapk14.1,9.77E-52,-0.461348082,0.413,0.464,2.62E-47,3,Mapk14
Gm50035.2,1.95E-49,-0.460300586,0.361,0.414,5.22E-45,3,Gm50035
Lgmn.2,3.75E-63,-0.46005366,0.738,0.776,1.01E-58,3,Lgmn
Usp24.1,6.94E-57,-0.458528815,0.406,0.438,1.86E-52,3,Usp24
Dlg2.1,3.73E-16,-0.458309433,0.259,0.328,1.00E-11,3,Dlg2
B430010I23Rik.2,1.56E-28,-0.458073696,0.25,0.314,4.17E-24,3,B430010I23Rik
Ophn1.1,2.70E-67,-0.455316231,0.801,0.842,7.25E-63,3,Ophn1
Map4k4.1,5.59E-73,-0.452991109,0.598,0.614,1.50E-68,3,Map4k4
Ulk2.1,2.38E-57,-0.451827637,0.581,0.624,6.40E-53,3,Ulk2
Bin1.1,4.56E-66,-0.451005218,0.689,0.727,1.22E-61,3,Bin1
Nrg3,8.97E-17,-0.450409276,0.224,0.292,2.41E-12,3,Nrg3
Pik3r1.1,3.93E-53,-0.443180314,0.512,0.55,1.05E-48,3,Pik3r1
Man1a.1,1.38E-38,-0.442201164,0.401,0.447,3.70E-34,3,Man1a
Cd33.2,4.93E-33,-0.442056439,0.262,0.329,1.32E-28,3,Cd33
Csmd1,9.57E-18,-0.441996478,0.173,0.251,2.57E-13,3,Csmd1
Sipa1l1.1,3.17E-38,-0.43948463,0.377,0.429,8.51E-34,3,Sipa1l1
Scamp2.1,1.73E-48,-0.43817681,0.335,0.373,4.64E-44,3,Scamp2
Sh3pxd2a.1,1.09E-43,-0.436351825,0.357,0.406,2.92E-39,3,Sh3pxd2a
Fnbp1.1,5.75E-44,-0.43106181,0.553,0.593,1.54E-39,3,Fnbp1
Celf2.1,7.56E-57,-0.429851696,0.847,0.857,2.03E-52,3,Celf2
Rock2.1,1.08E-50,-0.426715086,0.552,0.589,2.89E-46,3,Rock2
Cadm2,7.10E-21,-0.42641963,0.252,0.287,1.91E-16,3,Cadm2
Adap2.1,1.05E-61,-0.426147678,0.706,0.727,2.82E-57,3,Adap2
Ifngr1,5.92E-35,-0.424989264,0.255,0.305,1.59E-30,3,Ifngr1
4930444A19Rik.1,6.77E-36,-0.424307172,0.373,0.409,1.82E-31,3,4930444A19Rik
Pard3b.2,5.75E-42,-0.423181608,0.436,0.453,1.54E-37,3,Pard3b
Lrp1b,8.75E-25,-0.422514302,0.216,0.253,2.35E-20,3,Lrp1b
Nr6a1.1,1.99E-38,-0.422405236,0.483,0.518,5.34E-34,3,Nr6a1
2610203C22Rik.1,1.29E-35,-0.420710006,0.338,0.377,3.45E-31,3,2610203C22Rik
Fhit.1,1.92E-26,-0.420601276,0.47,0.513,5.15E-22,3,Fhit
Inpp5d.1,9.87E-88,-0.418571198,0.954,0.957,2.65E-83,3,Inpp5d
Syt1,1.17E-27,-0.413410477,0.27,0.28,3.13E-23,3,Syt1
Wdr44.1,1.37E-40,-0.410619264,0.3,0.337,3.69E-36,3,Wdr44
Wasf2.1,2.12E-63,-0.41017938,0.653,0.667,5.69E-59,3,Wasf2
Sipa1.1,8.77E-32,-0.409780342,0.211,0.264,2.35E-27,3,Sipa1
Fry.1,5.94E-30,-0.409584103,0.29,0.333,1.60E-25,3,Fry
E230029C05Rik.2,1.13E-48,-0.407723486,0.713,0.743,3.02E-44,3,E230029C05Rik
Rabgap1l.2,7.60E-30,-0.406052212,0.251,0.252,2.04E-25,3,Rabgap1l
