,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Sh2d5.3,2.49E-06,-0.1285802,0.239,0.282,0.048637358,5,Sh2d5
Pip4k2c.4,2.59E-06,-0.106496386,0.213,0.259,0.050476131,5,Pip4k2c
R3hdm1.4,2.69E-06,-0.158139113,0.363,0.394,0.052507388,5,R3hdm1
Actr3.3,2.72E-06,-0.143342602,0.403,0.436,0.053020982,5,Actr3
Rgs2.2,2.84E-06,-0.122409717,0.21,0.253,0.055494949,5,Rgs2
Dock10.2,3.25E-06,-0.101074265,0.097,0.134,0.063488975,5,Dock10
Sphkap.3,3.41E-06,-0.122576672,0.249,0.296,0.066510473,5,Sphkap
Vim.4,3.55E-06,-0.176989118,0.131,0.169,0.069178273,5,Vim
Iqsec2.4,3.76E-06,-0.116719106,0.214,0.257,0.073398008,5,Iqsec2
2010204K13Rik.2,4.10E-06,-0.110211561,0.196,0.24,0.079914567,5,2010204K13Rik
Gabrb3.4,4.24E-06,-0.151945273,0.412,0.435,0.082742335,5,Gabrb3
Lancl1.4,4.32E-06,-0.127890218,0.491,0.524,0.084281865,5,Lancl1
Bri3.1,4.50E-06,-0.119939101,0.492,0.531,0.087880968,5,Bri3
Mt1.4,5.89E-06,-0.123203807,0.997,0.996,0.114867334,5,Mt1
Apbb1.4,5.99E-06,-0.107546018,0.856,0.887,0.116925405,5,Apbb1
Camkk2.4,6.63E-06,-0.152573807,0.289,0.323,0.129453601,5,Camkk2
Ssbp3.3,7.32E-06,-0.128909732,0.282,0.323,0.142892706,5,Ssbp3
Sesn3.2,7.36E-06,-0.134285306,0.261,0.299,0.143631681,5,Sesn3
Tceal3.2,8.46E-06,-0.136192963,0.323,0.36,0.16502651,5,Tceal3
Lin7b.4,8.63E-06,-0.118800235,0.3,0.341,0.168283912,5,Lin7b
R3hdm4.4,9.72E-06,-0.12400477,0.392,0.427,0.189582744,5,R3hdm4
Gsn.2,1.03E-05,-0.176571467,0.142,0.177,0.201281004,5,Gsn
Kcnip1.2,1.03E-05,-0.101852334,0.115,0.152,0.201802601,5,Kcnip1
Lrpap1.2,1.06E-05,-0.130322298,0.489,0.511,0.206978536,5,Lrpap1
Snu13.2,1.40E-05,-0.107753097,0.584,0.618,0.274021763,5,Snu13
Mog.2,1.41E-05,-0.127432525,0.32,0.25,0.274319182,5,Mog
Chd5.3,1.59E-05,-0.106041424,0.25,0.292,0.310532803,5,Chd5
Nsa2.1,2.32E-05,-0.120991661,0.286,0.327,0.451870404,5,Nsa2
Kazn,2.43E-05,-0.107830796,0.145,0.182,0.473880285,5,Kazn
Usp11.3,2.64E-05,-0.118964279,0.255,0.294,0.515140612,5,Usp11
Dbi.3,3.21E-05,-0.21338271,0.932,0.925,0.626849123,5,Dbi
Phgdh.2,3.65E-05,-0.177485232,0.282,0.312,0.711243728,5,Phgdh
Gng5.3,3.91E-05,-0.152459738,0.451,0.47,0.762983785,5,Gng5
Stard10.3,4.44E-05,-0.119878583,0.265,0.302,0.865882864,5,Stard10
Prxl2b.3,4.68E-05,-0.119874635,0.394,0.427,0.913848795,5,Prxl2b
Ap1s1.3,4.72E-05,-0.102807774,0.664,0.703,0.920213962,5,Ap1s1
Sh3bgrl.2,5.49E-05,-0.111309952,0.213,0.25,1,5,Sh3bgrl
Glul.3,7.33E-05,-0.118707788,0.902,0.917,1,5,Glul
Snn.4,7.75E-05,-0.137631034,0.412,0.438,1,5,Snn
Resp18.3,9.29E-05,-0.266312446,0.587,0.606,1,5,Resp18
Gpx3.4,0.000114978,-0.140961474,0.099,0.127,1,5,Gpx3
Iqsec3.2,0.000145435,-0.101996879,0.18,0.214,1,5,Iqsec3
Lrrc17.1,0.000175456,-0.128067857,0.193,0.224,1,5,Lrrc17
Pdia6.2,0.000190978,-0.112421091,0.316,0.348,1,5,Pdia6
Nbea.4,0.00021141,-0.12180269,0.335,0.364,1,5,Nbea
Mras.4,0.00027454,-0.10750517,0.272,0.304,1,5,Mras
Schip1.4,0.00029574,-0.140951078,0.353,0.371,1,5,Schip1
Ybx1.2,0.000375044,-0.143356141,0.37,0.387,1,5,Ybx1
Dusp14.4,0.000430892,-0.118795735,0.262,0.289,1,5,Dusp14
Vamp4.3,0.000544075,-0.105334535,0.285,0.314,1,5,Vamp4
Arhgef25.4,0.000566109,-0.124029571,0.292,0.316,1,5,Arhgef25
Trmt112.2,0.000716766,-0.107814125,0.338,0.367,1,5,Trmt112
Cldn11.2,0.00081034,-0.185682108,0.396,0.323,1,5,Cldn11
Mal.2,0.000851085,-0.267114303,0.441,0.356,1,5,Mal
Mat2b.4,0.00101793,-0.119510885,0.379,0.397,1,5,Mat2b
Fxyd1.3,0.001018356,-0.184523564,0.309,0.327,1,5,Fxyd1
Gnai2.3,0.001055631,-0.136468486,0.457,0.463,1,5,Gnai2
Mboat7.3,0.001073175,-0.107696568,0.332,0.36,1,5,Mboat7
Oxt.3,0.001087025,-0.615887033,0.096,0.121,1,5,Oxt
Pvalb.3,0.001103212,-0.107947464,0.528,0.481,1,5,Pvalb
Anp32e.2,0.00113174,-0.107342397,0.301,0.327,1,5,Anp32e
Mrpl33.1,0.001414432,-0.111585565,0.396,0.415,1,5,Mrpl33
Shisa4.4,0.001575649,-0.124667926,0.334,0.355,1,5,Shisa4
Poglut1.2,0.001872839,-0.103762536,0.269,0.295,1,5,Poglut1
Mgp,0.00208358,-0.111030558,0.115,0.14,1,5,Mgp
Ssbp4.2,0.002188619,-0.11917806,0.373,0.389,1,5,Ssbp4
Pllp.2,0.002191253,-0.106954603,0.331,0.274,1,5,Pllp
Tmem258.1,0.002256096,-0.106183985,0.478,0.493,1,5,Tmem258
AI413582.3,0.002555803,-0.105867133,0.359,0.38,1,5,AI413582
2410006H16Rik.2,0.003713425,-0.127133146,0.42,0.427,1,5,2410006H16Rik
Polr1d.2,0.004424906,-0.105659759,0.393,0.407,1,5,Polr1d
Avp.3,0.006825453,-0.824141266,0.197,0.219,1,5,Avp
Malat1.2,0.007681307,-0.154991902,0.369,0.378,1,5,Malat1
Gatm.2,0.007806731,-0.181763968,0.48,0.402,1,5,Gatm
Adcy5.3,0.009545702,-0.116441988,0.359,0.305,1,5,Adcy5
Penk.5,0,3.104335696,0.979,0.353,0,6,Penk
Ppp1r1b.4,0,2.725377941,0.97,0.289,0,6,Ppp1r1b
Gpr88.4,0,2.514874109,0.935,0.184,0,6,Gpr88
Pde10a.3,0,2.022864661,0.866,0.161,0,6,Pde10a
Arpp21.4,0,1.885623864,0.95,0.453,0,6,Arpp21
Pde1b.3,0,1.834979637,0.935,0.417,0,6,Pde1b
Tac1.3,0,1.833176428,0.877,0.181,0,6,Tac1
Rasd2.2,0,1.607434883,0.849,0.276,0,6,Rasd2
Adcy5.4,0,1.587643092,0.885,0.273,0,6,Adcy5
Hpca.5,0,1.480544544,0.975,0.753,0,6,Hpca
Gng7.4,0,1.476900001,0.858,0.193,0,6,Gng7
Scn4b.2,0,1.465632649,0.781,0.17,0,6,Scn4b
Rgs9.4,0,1.435221991,0.785,0.087,0,6,Rgs9
Pcp4.5,0,1.391556718,1,0.95,0,6,Pcp4
Tmem158.3,0,1.366530224,0.861,0.269,0,6,Tmem158
Lrrc10b.5,0,1.352590665,0.704,0.068,0,6,Lrrc10b
Ppp3ca.4,0,1.218954898,0.999,0.944,0,6,Ppp3ca
Meis2.4,0,1.160397055,0.795,0.153,0,6,Meis2
Arpp19.5,0,1.129713909,0.975,0.804,0,6,Arpp19
Adora2a,0,1.11110812,0.665,0.031,0,6,Adora2a
Syndig1l.3,0,1.100392077,0.654,0.065,0,6,Syndig1l
Ngef.5,0,1.083671718,0.901,0.49,0,6,Ngef
Ptpn5.2,0,1.072194448,0.88,0.446,0,6,Ptpn5
Kcnab1.2,0,1.056276065,0.788,0.285,0,6,Kcnab1
Baiap2.5,0,1.054522634,0.866,0.419,0,6,Baiap2
Inf2.4,0,1.046604481,0.817,0.32,0,6,Inf2
Drd2,0,1.027207477,0.626,0.043,0,6,Drd2
Phactr1.5,0,1.027146256,0.84,0.393,0,6,Phactr1
Tesc.4,0,1.001452352,0.771,0.251,0,6,Tesc
Pcp4l1.5,0,0.970755896,0.851,0.408,0,6,Pcp4l1
Fbxl16.5,0,0.96592557,0.967,0.804,0,6,Fbxl16
St8sia3.2,0,0.955355922,0.761,0.284,0,6,St8sia3
Elmod1.4,0,0.947180935,0.869,0.539,0,6,Elmod1
Dgkb.5,0,0.923999051,0.744,0.228,0,6,Dgkb
Kcnip2.4,0,0.920403702,0.794,0.324,0,6,Kcnip2
Gnal.4,0,0.914441034,0.808,0.318,0,6,Gnal
Pdyn.3,0,0.892478085,0.592,0.114,0,6,Pdyn
Drd1,0,0.891038141,0.582,0.05,0,6,Drd1
Ppp1r2.2,0,0.859965904,0.84,0.468,0,6,Ppp1r2
Sez6.4,0,0.859479632,0.794,0.337,0,6,Sez6
Ano3.4,0,0.839985335,0.682,0.204,0,6,Ano3
Id4.4,0,0.834912262,0.75,0.307,0,6,Id4
Pde2a.5,0,0.800039202,0.841,0.435,0,6,Pde2a
Ppp1r9a.5,0,0.79711227,0.823,0.416,0,6,Ppp1r9a
Slc32a1.4,0,0.792833655,0.794,0.306,0,6,Slc32a1
Gad2.5,0,0.786331724,0.814,0.349,0,6,Gad2
Gnb5.4,0,0.753922567,0.786,0.394,0,6,Gnb5
Tomm70a.3,0,0.734377489,0.794,0.411,0,6,Tomm70a
Bcl11b.4,0,0.718626984,0.621,0.148,0,6,Bcl11b
Necab2.4,0,0.713853103,0.757,0.308,0,6,Necab2
Rasgrp2.2,0,0.712844785,0.581,0.142,0,6,Rasgrp2
Rgs2.3,0,0.689851846,0.641,0.227,0,6,Rgs2
Gpr6,0,0.687166467,0.454,0.021,0,6,Gpr6
Cpne5.4,0,0.663032354,0.609,0.165,0,6,Cpne5
Lzts3.4,0,0.650334982,0.623,0.199,0,6,Lzts3
Bcr.1,0,0.649099403,0.645,0.211,0,6,Bcr
Rxrg,0,0.62680914,0.433,0.051,0,6,Rxrg
Foxp1.3,0,0.61466305,0.552,0.155,0,6,Foxp1
Gpr83.2,0,0.591558734,0.457,0.091,0,6,Gpr83
Sowaha.4,0,0.590672983,0.629,0.21,0,6,Sowaha
Strn,0,0.580571622,0.512,0.138,0,6,Strn
Smpd3.1,0,0.573816138,0.532,0.143,0,6,Smpd3
Kcnj4.5,0,0.562519703,0.6,0.2,0,6,Kcnj4
Klhl13.2,0,0.558951938,0.528,0.139,0,6,Klhl13
Strip2,0,0.528941682,0.445,0.08,0,6,Strip2
Sv2c.2,0,0.50514389,0.449,0.1,0,6,Sv2c
Akap5.5,0,0.503220765,0.483,0.133,0,6,Akap5
Ankrd63.1,0,0.493343173,0.428,0.065,0,6,Ankrd63
Lingo3.2,0,0.486942406,0.428,0.103,0,6,Lingo3
Dmkn,0,0.470471036,0.33,0.024,0,6,Dmkn
Mctp1.2,0,0.458937711,0.432,0.103,0,6,Mctp1
Rem2,0,0.449003971,0.338,0.035,0,6,Rem2
Rarb,0,0.447093433,0.345,0.03,0,6,Rarb
Ido1,0,0.387635378,0.278,0.008,0,6,Ido1
mt-Cytb.3,0,0.386726076,1,1,0,6,mt-Cytb
Htr1b,0,0.385608144,0.309,0.04,0,6,Htr1b
Cd4,0,0.364745101,0.269,0.009,0,6,Cd4
Actn2,0,0.362586548,0.279,0.031,0,6,Actn2
Slc35d3,0,0.361780665,0.272,0.021,0,6,Slc35d3
Plppr1,0,0.359945938,0.31,0.048,0,6,Plppr1
Dach1,0,0.353231384,0.289,0.03,0,6,Dach1
Six3,0,0.34814621,0.328,0.061,0,6,Six3
Asic4,0,0.338836211,0.267,0.037,0,6,Asic4
mt-Co3.3,0,0.320100776,1,1,0,6,mt-Co3
Dlx6,0,0.293786041,0.235,0.032,0,6,Dlx6
Serpina9,0,0.241857773,0.171,0.01,0,6,Serpina9
Sh3rf2,0,0.214043811,0.154,0.008,0,6,Sh3rf2
Sparcl1.5,0,-0.716258816,0.978,0.993,0,6,Sparcl1
Tuba1b.2,0,-0.85166092,0.742,0.973,0,6,Tuba1b
Stmn2.5,0,-0.870871635,0.475,0.877,0,6,Stmn2
Vsnl1.4,0,-0.909001601,0.734,0.96,0,6,Vsnl1
Stmn1.4,0,-0.995679255,0.836,0.983,0,6,Stmn1
Gnas.4,0,-1.06456694,0.929,0.999,0,6,Gnas
Olfm1.5,0,-1.11223321,0.702,0.944,0,6,Olfm1
Cck.4,1.72E-306,-1.097208477,0.708,0.919,3.35E-302,6,Cck
Itpr1.4,1.42E-305,0.798185608,0.856,0.559,2.78E-301,6,Itpr1
Ivns1abp.4,2.31E-303,0.794621025,0.793,0.433,4.51E-299,6,Ivns1abp
Tgfa.1,8.46E-296,0.449223302,0.423,0.112,1.65E-291,6,Tgfa
Rragd.4,2.16E-295,0.49465566,0.54,0.177,4.21E-291,6,Rragd
Syt6,1.74E-293,0.32350756,0.285,0.053,3.39E-289,6,Syt6
mt-Nd4.4,3.73E-293,0.340064403,1,1,7.27E-289,6,mt-Nd4
2010300C02Rik.4,1.06E-290,0.637620541,0.759,0.348,2.07E-286,6,2010300C02Rik
Tbc1d8,1.55E-290,0.320385758,0.289,0.055,3.02E-286,6,Tbc1d8
Basp1.5,9.64E-290,-0.885878963,0.58,0.893,1.88E-285,6,Basp1
mt-Atp6.3,1.08E-289,0.303156872,1,1,2.10E-285,6,mt-Atp6
Spock3.5,9.93E-288,0.747959725,0.786,0.402,1.94E-283,6,Spock3
Calm2.4,4.32E-287,0.538468398,1,0.998,8.43E-283,6,Calm2
Ywhah.5,3.38E-285,-0.693582831,0.97,0.988,6.60E-281,6,Ywhah
Ckb.5,5.81E-285,0.427566216,1,1,1.13E-280,6,Ckb
Adra2c,2.38E-280,0.375588773,0.339,0.078,4.63E-276,6,Adra2c
Ablim2.4,8.28E-280,0.561730208,0.659,0.272,1.62E-275,6,Ablim2
Atp2b1.3,9.19E-279,0.733636968,0.93,0.757,1.79E-274,6,Atp2b1
mt-Nd5.3,3.40E-276,0.467299291,1,0.998,6.63E-272,6,mt-Nd5
mt-Nd3.3,1.37E-275,0.443877357,1,1,2.67E-271,6,mt-Nd3
Alcam.3,4.00E-274,0.58742091,0.659,0.272,7.80E-270,6,Alcam
Osbpl8.1,9.05E-270,0.536460499,0.566,0.211,1.77E-265,6,Osbpl8
B3gnt2,1.94E-268,0.36280855,0.335,0.079,3.79E-264,6,B3gnt2
Ctxn1.5,3.43E-268,0.670809636,0.941,0.733,6.69E-264,6,Ctxn1
Wfs1.5,1.41E-264,0.744986309,0.576,0.223,2.75E-260,6,Wfs1
Camk2n2.4,4.74E-260,-0.775415972,0.334,0.751,9.24E-256,6,Camk2n2
Tuba1a.4,1.38E-257,-0.5957759,0.982,0.996,2.68E-253,6,Tuba1a
Pmepa1.2,2.38E-255,0.479694264,0.515,0.18,4.63E-251,6,Pmepa1
Nexn.2,3.44E-248,0.298701567,0.244,0.046,6.71E-244,6,Nexn
Slc17a7.5,4.60E-248,-0.969938655,0.503,0.824,8.97E-244,6,Slc17a7
mt-Co2.3,2.09E-247,0.307677683,1,1,4.08E-243,6,mt-Co2
Camkv.4,2.23E-247,0.628226864,0.894,0.667,4.34E-243,6,Camkv
Sh2d5.4,1.05E-244,0.537336009,0.616,0.259,2.04E-240,6,Sh2d5
Rgs20,2.31E-244,0.381699195,0.375,0.103,4.50E-240,6,Rgs20
Caln1.3,4.63E-243,0.42637475,0.47,0.154,9.03E-239,6,Caln1
Wipf3.3,2.37E-242,0.470680785,0.649,0.269,4.63E-238,6,Wipf3
Prkcb.5,6.59E-241,0.644224075,0.93,0.738,1.28E-236,6,Prkcb
Cacna2d3.2,3.77E-239,0.478461659,0.512,0.186,7.35E-235,6,Cacna2d3
Tubb2a.4,4.07E-239,-0.733950213,0.705,0.938,7.94E-235,6,Tubb2a
Kcnk2.3,1.91E-235,0.433800337,0.436,0.139,3.74E-231,6,Kcnk2
Ywhag.3,1.72E-233,-0.644001646,0.832,0.968,3.35E-229,6,Ywhag
Ppp1ca.4,2.49E-233,0.642803938,0.888,0.745,4.86E-229,6,Ppp1ca
Cbr3,1.89E-231,0.27395462,0.233,0.045,3.69E-227,6,Cbr3
Cdc42ep3,2.29E-231,0.275355376,0.258,0.054,4.48E-227,6,Cdc42ep3
Cdk17.5,1.91E-230,0.55537042,0.701,0.338,3.73E-226,6,Cdk17
Klhl2.4,8.37E-228,0.568971844,0.714,0.357,1.63E-223,6,Klhl2
Tpbg,3.84E-226,0.281876865,0.244,0.05,7.49E-222,6,Tpbg
Sncb.3,1.31E-223,-0.681375417,0.694,0.921,2.56E-219,6,Sncb
Car11.4,3.04E-223,0.579316178,0.733,0.386,5.94E-219,6,Car11
Cyld.1,1.61E-222,0.510597613,0.6,0.259,3.13E-218,6,Cyld
Neto1.5,1.82E-221,0.43241982,0.477,0.169,3.55E-217,6,Neto1
Jcad.4,1.87E-221,0.400990726,0.417,0.134,3.65E-217,6,Jcad
Ppp2r2a.2,5.93E-220,0.539624695,0.641,0.303,1.16E-215,6,Ppp2r2a
Plppr4.3,1.22E-216,0.542258599,0.7,0.338,2.38E-212,6,Plppr4
Fam102b,1.33E-215,0.354110891,0.373,0.111,2.60E-211,6,Fam102b
Lmo2,2.12E-214,0.32569136,0.304,0.078,4.14E-210,6,Lmo2
Actn1.4,1.88E-212,0.412059628,0.456,0.16,3.67E-208,6,Actn1
Grm5.4,5.42E-212,0.49239489,0.598,0.261,1.06E-207,6,Grm5
Arel1.2,1.73E-211,0.454910913,0.554,0.226,3.37E-207,6,Arel1
Synpr.5,1.61E-210,0.500720487,0.677,0.312,3.15E-206,6,Synpr
Plcb1.5,2.86E-204,0.513962028,0.701,0.35,5.57E-200,6,Plcb1
Fkbp1a.3,3.37E-203,0.491267816,0.987,0.943,6.57E-199,6,Fkbp1a
Rasl10b.3,6.94E-203,0.524672822,0.659,0.324,1.35E-198,6,Rasl10b
Chst15,1.93E-201,0.318127751,0.308,0.083,3.77E-197,6,Chst15
Slmap.2,1.25E-199,0.433597161,0.571,0.244,2.43E-195,6,Slmap
Gucy1a1.3,2.17E-199,0.433605972,0.459,0.168,4.23E-195,6,Gucy1a1
Ap1s1.4,9.44E-199,0.569752083,0.864,0.69,1.84E-194,6,Ap1s1
Stmn3.4,1.25E-198,-0.55550759,0.946,0.982,2.43E-194,6,Stmn3
Ndrg4.5,1.73E-198,0.459215844,1,0.987,3.37E-194,6,Ndrg4
Stk32a,4.27E-198,0.140999365,0.117,0.013,8.34E-194,6,Stk32a
Clip4,2.63E-197,0.348112755,0.39,0.126,5.13E-193,6,Clip4
Ppp3r1.5,4.20E-196,0.518800524,0.978,0.876,8.20E-192,6,Ppp3r1
Itm2c.4,8.89E-195,0.482838198,0.996,0.959,1.73E-190,6,Itm2c
Arhgap33.4,5.81E-194,0.416730306,0.526,0.211,1.13E-189,6,Arhgap33
Rgs7bp.4,6.59E-194,0.633541476,0.751,0.444,1.29E-189,6,Rgs7bp
Nap1l5.3,7.61E-194,-0.824527661,0.686,0.909,1.49E-189,6,Nap1l5
Hras.2,6.41E-193,0.57669557,0.847,0.683,1.25E-188,6,Hras
Dgat2.2,1.02E-190,0.398869662,0.52,0.208,1.99E-186,6,Dgat2
Plk2.5,1.16E-189,0.541491687,0.698,0.362,2.26E-185,6,Plk2
Gm9989,5.35E-188,0.204956177,0.171,0.03,1.04E-183,6,Gm9989
Cacng4.3,2.01E-186,0.348415348,0.379,0.124,3.92E-182,6,Cacng4
Pdzd2,4.00E-186,0.303327943,0.31,0.088,7.81E-182,6,Pdzd2
Ncald.5,1.76E-185,-0.687317293,0.39,0.739,3.44E-181,6,Ncald
Ric8b,9.87E-185,0.343734177,0.388,0.131,1.93E-180,6,Ric8b
Gucy1b1.5,7.91E-184,0.488294871,0.684,0.354,1.54E-179,6,Gucy1b1
Selenow.5,1.40E-182,0.361508186,1,0.999,2.74E-178,6,Selenow
Cnr1.4,1.41E-181,0.562962396,0.54,0.246,2.76E-177,6,Cnr1
Tubb4a.4,1.91E-181,-0.692652499,0.558,0.85,3.72E-177,6,Tubb4a
Gcnt2,1.00E-180,0.251247648,0.227,0.052,1.96E-176,6,Gcnt2
Dbp.1,1.37E-180,0.504600852,0.675,0.354,2.68E-176,6,Dbp
Sparc.5,9.16E-180,-0.938948171,0.43,0.727,1.79E-175,6,Sparc
Nsg2.3,1.17E-179,0.498757394,0.966,0.87,2.29E-175,6,Nsg2
Rplp1.5,2.68E-176,0.327883607,1,1,5.23E-172,6,Rplp1
Rasgef1a.4,5.33E-176,0.491350796,0.764,0.431,1.04E-171,6,Rasgef1a
Car12,7.01E-176,0.219108802,0.204,0.043,1.37E-171,6,Car12
C2cd2l.3,1.26E-175,0.456376826,0.674,0.349,2.46E-171,6,C2cd2l
mt-Nd2.4,1.26E-173,0.25625227,1,1,2.45E-169,6,mt-Nd2
Kazn.1,1.13E-172,0.335701987,0.437,0.164,2.20E-168,6,Kazn
Lmo7.2,1.77E-172,0.330485008,0.379,0.13,3.45E-168,6,Lmo7
Nrn1.4,2.06E-170,-0.744853188,0.122,0.469,4.01E-166,6,Nrn1
Ccm2.2,8.00E-169,0.416996451,0.503,0.216,1.56E-164,6,Ccm2
Tubb4b.2,1.51E-168,-0.546334007,0.59,0.857,2.94E-164,6,Tubb4b
Zswim6,3.04E-168,0.259445571,0.255,0.067,5.93E-164,6,Zswim6
Gad1.4,3.71E-168,0.455666028,0.864,0.616,7.25E-164,6,Gad1
Chchd10.4,4.25E-168,0.449907258,0.995,0.978,8.29E-164,6,Chchd10
Gabra1.3,5.12E-168,-0.683224233,0.48,0.76,9.99E-164,6,Gabra1
Foxg1.5,5.15E-167,0.424843171,0.586,0.275,1.00E-162,6,Foxg1
Krt10,2.25E-166,0.326294844,0.367,0.127,4.39E-162,6,Krt10
Mme,1.41E-165,0.173569144,0.149,0.026,2.74E-161,6,Mme
Mapk1.5,6.23E-163,0.450558904,0.935,0.793,1.22E-158,6,Mapk1
Tpm1.4,4.86E-162,0.512898816,0.739,0.452,9.48E-158,6,Tpm1
1700037H04Rik.3,3.00E-161,0.414838814,0.528,0.237,5.85E-157,6,1700037H04Rik
Gabbr2.5,6.14E-161,-0.675028746,0.178,0.514,1.20E-156,6,Gabbr2
Stard10.4,2.46E-159,0.424761331,0.581,0.282,4.80E-155,6,Stard10
Rps6ka5,1.94E-155,0.23641099,0.246,0.066,3.79E-151,6,Rps6ka5
Kctd1.5,3.47E-155,0.367445664,0.479,0.203,6.78E-151,6,Kctd1
Egr4.5,4.32E-155,0.363211659,0.386,0.144,8.43E-151,6,Egr4
Ptk2b.5,1.55E-154,0.468361605,0.846,0.609,3.02E-150,6,Ptk2b
Crabp1,2.21E-154,0.164571629,0.12,0.018,4.30E-150,6,Crabp1
Sec14l1.5,3.63E-154,0.419944224,0.646,0.342,7.07E-150,6,Sec14l1
Rtn3.3,3.45E-153,-0.47366314,0.946,0.986,6.74E-149,6,Rtn3
Eif1.2,3.56E-153,0.378102195,0.997,0.991,6.94E-149,6,Eif1
Tiam2.5,1.86E-151,0.291890208,0.341,0.117,3.63E-147,6,Tiam2
Mink1.3,1.58E-150,0.434986484,0.675,0.374,3.09E-146,6,Mink1
Kcnh3.5,1.95E-150,0.339881785,0.482,0.204,3.81E-146,6,Kcnh3
Nsmf.4,1.95E-150,-0.656531904,0.482,0.767,3.81E-146,6,Nsmf
Rgs4.5,1.88E-148,0.56111651,0.831,0.649,3.67E-144,6,Rgs4
Lrrk2.1,2.55E-148,0.274375926,0.283,0.087,4.98E-144,6,Lrrk2
Ppp1r1a.5,1.21E-146,0.463733664,0.795,0.519,2.35E-142,6,Ppp1r1a
Ddn.4,2.07E-146,0.418450247,0.91,0.716,4.03E-142,6,Ddn
Gabrd.4,4.93E-146,0.370301449,0.564,0.269,9.62E-142,6,Gabrd
Ppp1r7,1.77E-145,0.374526968,0.54,0.256,3.46E-141,6,Ppp1r7
Syp.4,2.23E-145,-0.548881606,0.704,0.905,4.35E-141,6,Syp
mt-Nd4l.3,2.34E-145,0.444206577,0.95,0.884,4.56E-141,6,mt-Nd4l
Ptgds.3,3.38E-145,-1.140173014,0.812,0.922,6.60E-141,6,Ptgds
Sp9,7.21E-144,0.164228152,0.143,0.027,1.41E-139,6,Sp9
Pak1.3,7.24E-144,-0.565990703,0.476,0.744,1.41E-139,6,Pak1
Gnb2.2,1.01E-142,0.418625385,0.915,0.818,1.97E-138,6,Gnb2
Itpka.5,7.62E-142,0.415832723,0.729,0.401,1.49E-137,6,Itpka
Nedd4l.2,1.01E-141,0.38958728,0.541,0.264,1.97E-137,6,Nedd4l
Foxo1,1.96E-141,0.260986068,0.261,0.079,3.83E-137,6,Foxo1
Kcna5,3.47E-141,0.142454449,0.115,0.018,6.76E-137,6,Kcna5
Map2k1.4,3.58E-141,0.479985403,0.823,0.615,6.99E-137,6,Map2k1
Chn1.5,7.31E-141,0.415125451,0.985,0.908,1.43E-136,6,Chn1
Arhgef9.4,2.04E-140,0.430187241,0.685,0.396,3.98E-136,6,Arhgef9
Syt13.5,2.53E-140,-0.581557576,0.215,0.529,4.93E-136,6,Syt13
Fxyd2,6.57E-140,0.234860486,0.248,0.072,1.28E-135,6,Fxyd2
Ybx1.3,9.14E-140,0.42123092,0.658,0.369,1.78E-135,6,Ybx1
Homer1.5,9.97E-140,0.431089756,0.67,0.362,1.95E-135,6,Homer1
Rap1gap.3,5.10E-139,0.455862884,0.783,0.535,9.96E-135,6,Rap1gap
Kcnd2.3,1.63E-138,0.397283466,0.563,0.281,3.18E-134,6,Kcnd2
Nrxn1.5,1.28E-137,-0.572075969,0.42,0.689,2.51E-133,6,Nrxn1
Prnp.4,2.90E-136,-0.432231053,0.946,0.989,5.66E-132,6,Prnp
Rpl31.4,3.09E-136,0.347018536,0.992,0.979,6.03E-132,6,Rpl31
Cplx2.5,6.20E-136,0.451706364,0.878,0.654,1.21E-131,6,Cplx2
Resp18.4,2.82E-135,-0.731384148,0.316,0.622,5.50E-131,6,Resp18
Dnm1.4,4.66E-135,-0.456411347,0.965,0.983,9.08E-131,6,Dnm1
Crip2.5,9.87E-135,0.429052391,0.716,0.425,1.93E-130,6,Crip2
Sh3gl2.4,2.31E-133,-0.528837421,0.456,0.728,4.51E-129,6,Sh3gl2
Faim2.2,5.59E-133,-0.477887179,0.509,0.78,1.09E-128,6,Faim2
Gng3.3,8.27E-132,-0.498766172,0.722,0.897,1.61E-127,6,Gng3
Arf3.5,1.30E-131,0.372538139,0.987,0.929,2.54E-127,6,Arf3
Ndfip1.4,1.18E-129,-0.438471849,0.97,0.985,2.31E-125,6,Ndfip1
Cystm1.2,3.14E-128,0.390967555,0.653,0.369,6.13E-124,6,Cystm1
mt-Nd1.2,5.31E-127,0.207237122,1,1,1.04E-122,6,mt-Nd1
Icam5.4,3.32E-126,0.351435094,0.583,0.295,6.47E-122,6,Icam5
Rab40b.4,1.16E-125,0.283221321,0.353,0.137,2.25E-121,6,Rab40b
Hmgn1,4.90E-125,0.352739895,0.598,0.318,9.57E-121,6,Hmgn1
Prkar2b.2,1.05E-124,0.28640248,0.361,0.144,2.04E-120,6,Prkar2b
Syngr1.3,2.14E-123,-0.491796057,0.46,0.733,4.17E-119,6,Syngr1
Rgs14.4,6.96E-123,0.251400903,0.319,0.117,1.36E-118,6,Rgs14
Cap1.1,8.79E-123,0.332463843,0.452,0.208,1.72E-118,6,Cap1
Egr1.5,1.50E-122,0.4566604,0.749,0.482,2.92E-118,6,Egr1
Myt1l.3,3.64E-122,0.391983198,0.659,0.382,7.09E-118,6,Myt1l
Acot7.3,6.93E-122,-0.478403455,0.633,0.847,1.35E-117,6,Acot7
